"FullName","Url","Owner","Language","Stars","Fork","Archived","CreatedAt","UpdatedAt","Description","Topics","SourceQueries"
"google/adk-python","https://github.com/google/adk-python","google","Python","19874","False","False","4/1/2025 8:44:40 PM","5/27/2026 7:07:52 AM","An open-source, code-first Python toolkit for building, evaluating, and deploying sophisticated AI agents with flexibility and control.","agent;agentic;agentic-ai;agents;agents-sdk;ai;ai-agents;aiagentframework;genai;genai-chatbot;llm;llms;multi-agent;multi-agent-systems;multi-agents;multi-agents-collaboration","topic:agents language:Python stars:>=50"
"vllm-project/vllm","https://github.com/vllm-project/vllm","vllm-project","Python","81111","False","False","2/9/2023 11:23:20 AM","5/27/2026 7:39:42 AM","A high-throughput and memory-efficient inference and serving engine for LLMs","amd;blackwell;cuda;deepseek;deepseek-v3;gpt;gpt-oss;inference;kimi;llama;llm;llm-serving;model-serving;moe;openai;pytorch;qwen;qwen3;tpu;transformer","topic:llm stars:>=100"
"jumpserver/jumpserver","https://github.com/jumpserver/jumpserver","jumpserver","Python","30503","False","False","7/4/2014 3:54:59 AM","5/27/2026 4:48:01 AM","JumpServer is an open-source Privileged Access Management (PAM) platform that provides DevOps and IT teams with on-demand and secure access to SSH, RDP, Kubernetes, Database and RemoteApp endpoints through a web browser.","bastion-host;cyberark;django;jumpserver;pam;python;ssh-server;teleport;terminal","open language:Python stars:>=50"
"microsoft/agent-framework","https://github.com/microsoft/agent-framework","microsoft","Python","10774","False","False","4/28/2025 7:40:42 PM","5/27/2026 7:04:51 AM","A framework for building, orchestrating and deploying AI agents and multi-agent workflows with support for Python and .NET.","agent-framework;agentic-ai;agents;ai;dotnet;multi-agent;orchestration;python;sdk;workflows","topic:agents language:Python stars:>=50"
"xai-org/grok-1","https://github.com/xai-org/grok-1","xai-org","Python","51691","False","False","3/17/2024 8:53:38 AM","5/27/2026 7:14:19 AM","Grok open release","","open language:Python stars:>=50"
"sansan0/TrendRadar","https://github.com/sansan0/TrendRadar","sansan0","Python","58411","False","False","4/28/2025 11:42:16 AM","5/27/2026 7:34:31 AM","⭐AI-driven public opinion & trend monitor with multi-platform aggregation, RSS, and smart alerts.🎯 告别信息过载，你的 AI 舆情监控助手与热点筛选工具！聚合多平台热点 +  RSS 订阅，支持关键词精准筛选。AI 智能筛选新闻 + AI 翻译 +  AI 分析简报直推手机，也支持接入 MCP 架构，赋能 AI 自然语言对话分析、情感洞察与趋势预测等。支持 Docker ，数据本地/云端自持。集成微信/飞书/钉钉/Telegram/邮件/ntfy/bark/slack 等渠道智能推送。","ai;bark;data-analysis;docker;hot-news;llm;mail;mcp;mcp-server;news;ntfy;python;rss;trending-topics;wechat;wework","topic:ai language:Python stars:>=50 | topic:llm stars:>=100"
"openinterpreter/open-interpreter","https://github.com/openinterpreter/open-interpreter","openinterpreter","Python","63698","False","False","7/14/2023 7:10:44 AM","5/27/2026 7:11:18 AM","A natural language interface for computers","chatgpt;gpt-4;interpreter;javascript;nodejs;python","open language:Python stars:>=50"
"shareAI-lab/learn-claude-code","https://github.com/shareAI-lab/learn-claude-code","shareAI-lab","Python","62922","False","False","6/29/2025 3:34:15 PM","5/27/2026 7:32:45 AM","Bash is all you need -  A nano claude code–like 「agent harness」, built from 0 to 1","agent;agent-development;ai-agent;claude;claude-code;educational;llm;python;teaching;tutorial","topic:llm stars:>=100"
"BerriAI/litellm","https://github.com/BerriAI/litellm","BerriAI","Python","48388","False","False","7/27/2023 12:09:52 AM","5/27/2026 7:36:47 AM","Python SDK, Proxy Server (AI Gateway) to call 100+ LLM APIs in OpenAI (or native) format, with cost tracking, guardrails, loadbalancing and logging. [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, VLLM, NVIDIA NIM]","ai-gateway;anthropic;azure-openai;bedrock;gateway;langchain;litellm;llm;llm-gateway;llmops;mcp-gateway;openai;openai-proxy;vertex-ai","topic:llm stars:>=100"
"TransformerOptimus/SuperAGI","https://github.com/TransformerOptimus/SuperAGI","TransformerOptimus","Python","17535","False","False","5/13/2023 8:55:24 AM","5/27/2026 7:19:57 AM","<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably.","agents;agi;ai;artificial-general-intelligence;artificial-intelligence;autonomous-agents;gpt-4;hacktoberfest;llm;llmops;nextjs;openai;pinecone;python;superagi","topic:agents language:Python stars:>=50"
"lm-sys/FastChat","https://github.com/lm-sys/FastChat","lm-sys","Python","39486","False","False","3/19/2023 12:18:02 AM","5/26/2026 5:33:25 PM","An open platform for training, serving, and evaluating large language models. Release repo for Vicuna and Chatbot Arena.","","open language:Python stars:>=50"
"freqtrade/freqtrade","https://github.com/freqtrade/freqtrade","freqtrade","Python","50808","False","False","5/17/2017 11:48:53 PM","5/27/2026 7:17:46 AM","Free, open source crypto trading bot","algorithmic-trading;bitcoin;cryptocurrencies;cryptocurrency;freqtrade;python;telegram-bot;trade;trading-bot","open language:Python stars:>=50"
"hiyouga/LlamaFactory","https://github.com/hiyouga/LlamaFactory","hiyouga","Python","71634","False","False","5/28/2023 10:09:12 AM","5/27/2026 7:37:41 AM","Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)","agent;ai;deepseek;fine-tuning;gemma;gpt;instruction-tuning;large-language-models;llama;llama3;llm;lora;moe;nlp;peft;qlora;quantization;qwen;rlhf;transformers","topic:ai language:Python stars:>=50 | topic:llm stars:>=100"
"666ghj/MiroFish","https://github.com/666ghj/MiroFish","666ghj","Python","62699","False","False","11/26/2025 4:23:02 AM","5/27/2026 7:30:25 AM","A Simple and Universal Swarm Intelligence Engine, Predicting Anything. 简洁通用的群体智能引擎，预测万物","agent-memory;financial-forecasting;future-prediction;knowledge-graph;llms;multi-agent-simulation;public-opinion-analysis;python3;social-prediction;swarm-intelligence","m language:Python stars:>=50"
"oraios/serena","https://github.com/oraios/serena","oraios","Python","24663","False","False","3/23/2025 10:35:24 PM","5/27/2026 7:38:38 AM","A powerful MCP toolkit for coding, providing semantic retrieval and editing capabilities  - the IDE for your agent","agent;ai;ai-coding;claude;claude-code;codex;ide;jetbrains;language-server;mcp-server;programming;vibe-coding","topic:ai language:Python stars:>=50"
"HKUDS/nanobot","https://github.com/HKUDS/nanobot","HKUDS","Python","43228","False","False","2/1/2026 7:16:15 AM","5/27/2026 7:34:54 AM","Lightweight, open-source AI agent for your tools, chats, and workflows.","ai;ai-agent;ai-agents;anthropic;chatgpt;claude;claude-code;codex;codex-cli;llm;nanobot;openai;openclaw","topic:ai language:Python stars:>=50 | open language:Python stars:>=50 | topic:llm stars:>=100"
"1Panel-dev/MaxKB","https://github.com/1Panel-dev/MaxKB","1Panel-dev","Python","21073","False","False","9/14/2023 2:05:12 AM","5/27/2026 7:40:42 AM","🔥 MaxKB is an open-source platform for building enterprise-grade agents.  强大易用的开源企业级智能体平台。","agent;agentic-ai;chatbot;deepseek-r1;knowledgebase;langchain;llama3;llm;maxkb;mcp-server;ollama;pgvector;qwen3;rag","open language:Python stars:>=50 | m language:Python stars:>=50"
"mlc-ai/mlc-llm","https://github.com/mlc-ai/mlc-llm","mlc-ai","Python","22715","False","False","4/29/2023 1:59:25 AM","5/27/2026 6:36:05 AM","Universal LLM Deployment Engine with ML Compilation","language-model;llm;machine-learning-compilation;tvm","m language:Python stars:>=50"
"firecrawl/firecrawl","https://github.com/firecrawl/firecrawl","firecrawl","TypeScript","124928","False","False","4/15/2024 9:02:29 PM","5/27/2026 7:40:17 AM","🔥 Search, scrape, and clean the web for AI agents.","ai;ai-agents;ai-crawler;ai-scraping;ai-search;crawler;data-extraction;html-to-markdown;llm;markdown;scraper;scraping;web-crawler;web-data;web-data-extraction;web-scraper;web-scraping;web-search;webscraping","topic:llm stars:>=100"
"zhayujie/CowAgent","https://github.com/zhayujie/CowAgent","zhayujie","Python","44879","False","False","8/7/2022 8:33:41 AM","5/27/2026 7:04:21 AM","Open-source super AI assistant & Agent Harness. Plans tasks, runs tools and skills, autonomously grows with memory and knowledge. Multi-model, multi-channel. Lightweight, extensible, one-line install (formerly chatgpt-on-wechat).","ai;ai-agent;ai-agents;chatgpt-on-wechat;claude;claude-code;codex;cowagent;deepseek;harness;llm;mcp;multi-agent;openai;openclaw;skills","topic:ai language:Python stars:>=50 | open language:Python stars:>=50 | topic:llm stars:>=100"
"eosphoros-ai/DB-GPT","https://github.com/eosphoros-ai/DB-GPT","eosphoros-ai","Python","18840","False","False","4/13/2023 2:52:43 PM","5/27/2026 3:00:08 AM","open-source agentic AI data assistant for the next generation of AI + Data products.","agents;bgi;database;deepseek;gpt;gpt-4;hacktoberfest;llm;private;rag;security;vicuna","topic:agents language:Python stars:>=50"
"upstash/context7","https://github.com/upstash/context7","upstash","TypeScript","56174","False","False","3/26/2025 11:40:39 PM","5/27/2026 7:38:55 AM","Context7 Platform -- Up-to-date code documentation for LLMs and AI code editors","llm;mcp;mcp-server;vibe-coding","topic:llm stars:>=100"
"zai-org/ChatGLM-6B","https://github.com/zai-org/ChatGLM-6B","zai-org","Python","41080","False","False","3/13/2023 12:00:18 PM","5/27/2026 6:37:35 AM","ChatGLM-6B: An Open Bilingual Dialogue Language Model | 开源双语对话语言模型","","open language:Python stars:>=50"
"run-llama/llama_index","https://github.com/run-llama/llama_index","run-llama","Python","49695","False","False","11/2/2022 4:24:54 AM","5/27/2026 7:18:52 AM","LlamaIndex is the leading document agent and OCR platform","agents;application;data;fine-tuning;framework;llamaindex;llm;multi-agents;rag;vector-database","topic:agents language:Python stars:>=50 | topic:llm stars:>=100"
"jeecgboot/JeecgBoot","https://github.com/jeecgboot/JeecgBoot","jeecgboot","Java","46461","False","False","11/26/2018 10:40:00 AM","5/27/2026 7:23:19 AM","AI 低代码平台，「低代码 + 零代码」双模式驱动：低代码一键生成前后端代码，零代码 5 分钟搭建系统，AI Skills 一句话画流程、设计表单、生成整套系统。内置 AI聊天、知识库、流程编排、MCP插件等，兼容主流大模型。引领「AI 生成 → 在线配置 → 代码生成 → 手工合并->AI修改」开发模式，消除 Java 项目 80% 的重复工作，提效而不失灵活。","activiti;agent;ai;antd;claude-code;cli;codegenerator;codex;flowable;langchain4j;llm;low-code;mcp;mybatis-plus;rag;skills;spring-ai;springboot;springcloud;vue3","topic:llm stars:>=100"
"2FastLabs/agent-squad","https://github.com/2FastLabs/agent-squad","2FastLabs","Python","7640","False","False","7/23/2024 12:48:30 PM","5/27/2026 6:15:19 AM","Flexible and powerful framework for managing multiple AI agents and handling complex conversations","agentic-ai;agents;ai-agents;ai-agents-framework;anthropic;anthropic-claude;aws;aws-bedrock;aws-cdk;aws-lambda;chatbot;framework;generative-ai;machine-learning;openai;openaiapi;orchestrator;python;serverless;typescript","topic:agents language:Python stars:>=50"
"AstrBotDevs/AstrBot","https://github.com/AstrBotDevs/AstrBot","AstrBotDevs","Python","33202","False","False","12/8/2022 1:27:46 PM","5/27/2026 7:40:44 AM","AI Agent Assistant & development framework that integrates lots of IM platforms, LLMs, plugins and AI feature, and can be your openclaw alternative. ✨","agent;ai;chatbot;chatgpt;discord;docker;gemini;gpt;llama;llm;mcp;openai;python;qq;qqbot;telegram","topic:ai language:Python stars:>=50"
"mindsdb/minds-platform","https://github.com/mindsdb/minds-platform","mindsdb","Python","39207","False","False","8/2/2018 5:56:45 PM","5/27/2026 3:06:31 AM","Platform dedicated to building an open foundation for applied Artificial Intelligence, designed for people seeking production-ready AI systems they can truly control, extend and deploy anywhere.","agents;ai;analytics;artificial-inteligence;bigquery;business-intelligence;databases;hacktoberfest;llms;mcp;mssql;mysql;postgresql;rag","topic:agents language:Python stars:>=50 | topic:ai language:Python stars:>=50 | open language:Python stars:>=50 | m language:Python stars:>=50"
"521xueweihan/HelloGitHub","https://github.com/521xueweihan/HelloGitHub","521xueweihan","Python","158825","False","False","5/4/2016 6:24:11 AM","5/27/2026 7:31:10 AM",":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.","awesome;github;hellogithub;python","open language:Python stars:>=50"
"squidfunk/mkdocs-material","https://github.com/squidfunk/mkdocs-material","squidfunk","Python","26812","False","False","1/28/2016 10:09:23 PM","5/27/2026 6:47:19 AM","Documentation that simply works","documentation;framework;material-design;mkdocs;plugins;theme","m language:Python stars:>=50"
"NanmiCoder/MediaCrawler","https://github.com/NanmiCoder/MediaCrawler","NanmiCoder","Python","50242","False","False","6/9/2023 12:14:34 PM","5/27/2026 7:21:37 AM","小红书笔记 | 评论爬虫、抖音视频 | 评论爬虫、快手视频 | 评论爬虫、B 站视频 ｜ 评论爬虫、微博帖子 ｜ 评论爬虫、百度贴吧帖子 ｜ 百度贴吧评论回复爬虫  | 知乎问答文章｜评论爬虫","","m language:Python stars:>=50"
"LAION-AI/Open-Assistant","https://github.com/LAION-AI/Open-Assistant","LAION-AI","Python","37410","False","False","12/13/2022 5:24:17 AM","5/26/2026 10:51:16 PM","OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.","ai;assistant;chatgpt;discord-bot;language-model;machine-learning;nextjs;python;rlhf","topic:ai language:Python stars:>=50 | open language:Python stars:>=50"
"unslothai/unsloth","https://github.com/unslothai/unsloth","unslothai","Python","65189","False","False","11/29/2023 4:50:09 PM","5/27/2026 7:30:37 AM","Unsloth Studio is a web UI for training and running open models like Gemma 4, Qwen3.6, DeepSeek, gpt-oss locally.","agent;deepseek;fine-tuning;gemma;gemma3;gpt-oss;llama;llama3;llm;llms;mistral;openai;qwen;reinforcement-learning;self-hosted;text-to-speech;tts;ui;unsloth","open language:Python stars:>=50 | topic:llm stars:>=100"
"FoundationAgents/OpenManus","https://github.com/FoundationAgents/OpenManus","FoundationAgents","Python","56375","False","False","3/6/2025 2:08:14 PM","5/27/2026 7:23:15 AM","No fortress, purely open ground.  OpenManus is Coming.","","open language:Python stars:>=50 | m language:Python stars:>=50"
"NousResearch/hermes-agent","https://github.com/NousResearch/hermes-agent","NousResearch","Python","169292","False","False","7/22/2025 10:22:28 PM","5/27/2026 7:41:05 AM","The agent that grows with you","ai;ai-agent;ai-agents;anthropic;chatgpt;claude;claude-code;clawdbot;codex;hermes;hermes-agent;llm;moltbot;nous-research;openai;openclaw","topic:ai language:Python stars:>=50 | topic:llm stars:>=100"
"browser-use/browser-use","https://github.com/browser-use/browser-use","browser-use","Python","95762","False","False","10/31/2024 4:00:56 PM","5/27/2026 7:41:42 AM","🌐 Make websites accessible for AI agents. Automate tasks online with ease.","ai-agents;ai-tools;browser-automation;browser-use;llm;playwright;python","topic:llm stars:>=100"
"langchain-ai/deepagents","https://github.com/langchain-ai/deepagents","langchain-ai","Python","23406","False","False","7/27/2025 11:07:53 PM","5/27/2026 7:32:22 AM","The batteries-included agent harness.","ai;deepagents;langchain;langgraph;python;typescript","topic:ai language:Python stars:>=50"
"huggingface/open-r1","https://github.com/huggingface/open-r1","huggingface","Python","26020","False","False","1/24/2025 3:44:11 PM","5/26/2026 11:31:24 PM","Fully open reproduction of DeepSeek-R1","","open language:Python stars:>=50"
"kyegomez/swarms","https://github.com/kyegomez/swarms","kyegomez","Python","6749","False","False","5/11/2023 1:09:00 AM","5/27/2026 7:32:27 AM","The Enterprise-Grade Production-Ready Multi-Agent Orchestration Framework. Website: https://swarms.ai","agentic-ai;agentic-workflow;agents;ai;artificial-intelligence;chatgpt;claude-code;gpt4all;huggingface;langchain;langchain-python;machine-learning;multi-agent-systems;prompt-engineering;prompt-toolkit;prompting;swarms;tree-of-thoughts","topic:agents language:Python stars:>=50"
"github/spec-kit","https://github.com/github/spec-kit","github","Python","106267","False","False","8/21/2025 10:54:31 PM","5/27/2026 7:41:24 AM","💫 Toolkit to help you get started with Spec-Driven Development","ai;copilot;development;engineering;prd;spec;spec-driven","topic:ai language:Python stars:>=50"
"FoundationAgents/MetaGPT","https://github.com/FoundationAgents/MetaGPT","FoundationAgents","Python","68312","False","False","6/30/2023 9:04:55 AM","5/27/2026 7:06:30 AM","🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming","agent;gpt;llm;metagpt;multi-agent","m language:Python stars:>=50 | topic:llm stars:>=100"
"NVIDIA-NeMo/Guardrails","https://github.com/NVIDIA-NeMo/Guardrails","NVIDIA-NeMo","Python","6265","False","False","4/18/2023 12:32:47 PM","5/27/2026 12:13:18 AM","NeMo Guardrails is an open-source toolkit for easily adding programmable guardrails to LLM-based conversational systems.","agents;generative-ai;guardrails;llm-safety;llm-security;llms;nvidia;python;safety","topic:agents language:Python stars:>=50"
"GetStream/Vision-Agents","https://github.com/GetStream/Vision-Agents","GetStream","Python","7850","False","False","8/11/2025 6:02:04 PM","5/27/2026 6:14:40 AM","Open Vision Agents by Stream. Build voice and vision agents quickly with any model or video provider. Uses Stream's edge network for ultra-low latency.","agentic-ai;agents;ai;ai-agents;realtime;stt;tts;video-agents;video-ai;vision-ai;voice-ai","topic:agents language:Python stars:>=50"
"wshobson/agents","https://github.com/wshobson/agents","wshobson","Python","36011","False","False","7/24/2025 11:28:14 PM","5/27/2026 7:30:54 AM","Multi-harness agentic plugin marketplace for Claude Code, Codex CLI, Cursor, OpenCode, and Gemini CLI","agent-skills;agentic-ai;agents;ai-agents;anthropic;automation;claude-code;claude-code-plugins;codex-cli;copilot;cursor;cursor-rules;developer-tools;gemini-cli;mcp;multi-agent;opencode;orchestration;prompt-engineering;workflows","topic:agents language:Python stars:>=50"
"google/langextract","https://github.com/google/langextract","google","Python","36571","False","False","7/8/2025 8:46:06 PM","5/27/2026 6:38:16 AM","A Python library for extracting structured information from unstructured text using LLMs with precise source grounding and interactive visualization.","gemini;gemini-ai;gemini-api;gemini-flash;gemini-pro;information-extration;large-language-models;llm;nlp;python;structured-data","topic:llm stars:>=100"
"Lightning-AI/pytorch-lightning","https://github.com/Lightning-AI/pytorch-lightning","Lightning-AI","Python","31159","False","False","3/31/2019 12:45:57 AM","5/27/2026 7:11:17 AM","Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.","ai;artificial-intelligence;data-science;deep-learning;machine-learning;python;pytorch","topic:ai language:Python stars:>=50"
"hpcaitech/Open-Sora","https://github.com/hpcaitech/Open-Sora","hpcaitech","Python","29021","False","False","2/20/2024 3:01:34 AM","5/27/2026 3:35:31 AM","Open-Sora: Democratizing Efficient Video Production for All","","open language:Python stars:>=50"
"neuml/txtai","https://github.com/neuml/txtai","neuml","Python","12609","False","False","8/9/2020 7:14:59 PM","5/27/2026 5:43:59 AM","💡 All-in-one AI framework for semantic search, LLM orchestration and language model workflows","agents;ai;ai-agents;embeddings;information-retrieval;language-model;large-language-models;llm;nlp;python;rag;retrieval-augmented-generation;search;search-engine;semantic-search;sentence-embeddings;transformers;txtai;vector-database;vector-search","topic:agents language:Python stars:>=50"
"lastmile-ai/mcp-agent","https://github.com/lastmile-ai/mcp-agent","lastmile-ai","Python","8343","False","False","12/18/2024 1:55:10 AM","5/27/2026 3:22:04 AM","Build effective agents using Model Context Protocol and simple workflow patterns","agents;ai;ai-agents;llm;llms;mcp;model-context-protocol;python","topic:agents language:Python stars:>=50"
"open-webui/open-webui","https://github.com/open-webui/open-webui","open-webui","Python","138824","False","False","10/6/2023 10:08:27 PM","5/27/2026 7:42:01 AM","User-friendly AI Interface (Supports Ollama, OpenAI API, ...)","ai;llm;llm-ui;llm-webui;llms;mcp;ollama;ollama-webui;open-webui;openai;openapi;rag;self-hosted;ui;webui","topic:ai language:Python stars:>=50 | open language:Python stars:>=50 | topic:llm stars:>=100"
"Pythagora-io/gpt-pilot","https://github.com/Pythagora-io/gpt-pilot","Pythagora-io","Python","33764","False","False","8/16/2023 11:56:07 AM","5/26/2026 3:22:06 PM","The first real AI developer","ai;codegen;coding-assistant;developer-tools;gpt-4;research-project","topic:ai language:Python stars:>=50"
"python/mypy","https://github.com/python/mypy","python","Python","20442","False","False","12/7/2012 1:30:23 PM","5/27/2026 6:40:15 AM","Optional static typing for Python","linter;python;typechecker;types;typing","m language:Python stars:>=50"
"langchain-ai/open-swe","https://github.com/langchain-ai/open-swe","langchain-ai","Python","9850","False","False","5/21/2025 9:44:24 PM","5/27/2026 6:10:48 AM","An Open-Source Asynchronous Coding Agent","agent;agents;ai;anthropic;claudecode;llm;llms;openai","topic:agents language:Python stars:>=50"
"AgentOps-AI/Spellcaster","https://github.com/AgentOps-AI/Spellcaster","AgentOps-AI","Python","100","False","False","9/8/2024 3:23:05 AM","5/17/2026 11:06:50 AM","AI agent to automatically check grammar and spelling on documentation files","agent;agentops;ai;grammar;grammar-checker;grammarly;spelling;spelling-correction","topic:agentops language:Python stars:>=50"
"The-Pocket/PocketFlow","https://github.com/The-Pocket/PocketFlow","The-Pocket","Python","10671","False","False","12/24/2024 2:43:30 AM","5/27/2026 3:22:29 AM","Pocket Flow: 100-line LLM framework. Let Agents build Agents!","agentic-ai;agentic-framework;agentic-workflow;agents;ai-framework;ai-frameworks;aiagent;aiagents;artificial-intelligence;flow-based-programming;flow-engineering;large-language-model;large-language-models;llm-agent;llm-framework;pocket-flow;pocketflow;retrieval-augmented-generation;workflow;workflow-orchestration","topic:agents language:Python stars:>=50"
"airbytehq/airbyte","https://github.com/airbytehq/airbyte","airbytehq","Python","21342","False","False","7/27/2020 11:55:54 PM","5/27/2026 6:57:57 AM","Open-source data movement for ELT pipelines and AI agents — from APIs, databases & files to warehouses, lakes, and AI applications. Both self-hosted and Cloud.","bigquery;change-data-capture;data;data-analysis;data-collection;data-engineering;data-integration;data-pipeline;elt;etl;java;mssql;mysql;pipeline;postgresql;python;redshift;s3;self-hosted;snowflake","open language:Python stars:>=50"
"frappe/erpnext","https://github.com/frappe/erpnext","frappe","Python","35013","False","False","6/8/2011 8:20:56 AM","5/27/2026 7:30:45 AM","Free and Open Source Enterprise Resource Planning (ERP)","accounting;asset-management;crm;distribution;erp;erpnext;frappe;healthcare;hrms;manufacturing;point-of-sale;procurement;project-management;python;retail;support","open language:Python stars:>=50"
"openai/openai-python","https://github.com/openai/openai-python","openai","Python","30822","False","False","10/25/2020 11:23:54 PM","5/27/2026 1:07:46 AM","The official Python library for the OpenAI API","openai;python","open language:Python stars:>=50"
"QuivrHQ/quivr","https://github.com/QuivrHQ/quivr","QuivrHQ","Python","39162","False","False","5/12/2023 11:53:30 PM","5/27/2026 6:36:14 AM","Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want.","ai;api;chatbot;chatgpt;database;docker;framework;frontend;groq;html;javascript;llm;openai;postgresql;privacy;rag;react;security;typescript;vector","topic:ai language:Python stars:>=50 | topic:llm stars:>=100"
"OpenHands/OpenHands","https://github.com/OpenHands/OpenHands","OpenHands","Python","75005","False","False","3/13/2024 3:33:31 AM","5/27/2026 7:41:53 AM","🙌 OpenHands: AI-Driven Development","agent;artificial-intelligence;chatgpt;claude-ai;cli;developer-tools;gpt;llm;openai","open language:Python stars:>=50 | topic:llm stars:>=100"
"microsoft/autogen","https://github.com/microsoft/autogen","microsoft","Python","58440","False","False","8/18/2023 11:43:45 AM","5/27/2026 5:44:25 AM","A programming framework for agentic AI","agentic;agentic-agi;agents;ai;autogen;autogen-ecosystem;chatgpt;framework;llm-agent;llm-framework","topic:agents language:Python stars:>=50 | topic:ai language:Python stars:>=50"
"datalab-to/marker","https://github.com/datalab-to/marker","datalab-to","Python","35457","False","False","10/30/2023 8:14:08 PM","5/27/2026 7:01:38 AM","Convert PDF to markdown + JSON quickly with high accuracy","","m language:Python stars:>=50"
"ahujasid/blender-mcp","https://github.com/ahujasid/blender-mcp","ahujasid","Python","22055","False","False","3/7/2025 9:58:58 AM","5/27/2026 7:40:51 AM","","","m language:Python stars:>=50"
"ray-project/ray","https://github.com/ray-project/ray","ray-project","Python","42664","False","False","10/25/2016 7:38:30 PM","5/27/2026 7:18:21 AM","Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.","data-science;deep-learning;deployment;distributed;hyperparameter-optimization;hyperparameter-search;large-language-models;llm;llm-inference;llm-serving;machine-learning;optimization;parallel;python;pytorch;ray;reinforcement-learning;rllib;serving;tensorflow","topic:llm stars:>=100"
"Mintplex-Labs/anything-llm","https://github.com/Mintplex-Labs/anything-llm","Mintplex-Labs","JavaScript","60657","False","False","6/4/2023 2:29:14 AM","5/27/2026 7:28:42 AM","The all-in-one AI productivity accelerator. On device and privacy first with no annoying setup or configuration.","ai-agents;custom-ai-agents;deepseek;kimi;llama3;llm;lmstudio;local-llm;localai;mcp;mcp-servers;moonshot;multimodal;no-code;ollama;qwen3;rag;vector-database;web-scraping","topic:llm stars:>=100"
"odoo/odoo","https://github.com/odoo/odoo","odoo","Python","51679","False","False","5/13/2014 3:38:58 PM","5/27/2026 6:25:37 AM","Odoo. Open Source Apps To Grow Your Business.","apps;business;erp;management;odoo;odoo-apps;python","open language:Python stars:>=50"
"ollama/ollama","https://github.com/ollama/ollama","ollama","Go","172391","False","False","6/26/2023 7:39:32 PM","5/27/2026 6:47:10 AM","Get up and running with Kimi-K2.5, GLM-5, MiniMax, DeepSeek, gpt-oss, Qwen, Gemma and other models.","deepseek;gemma;gemma3;glm;go;golang;gpt-oss;llama;llama3;llm;llms;minimax;mistral;ollama;qwen","topic:llm stars:>=100"
"babysor/MockingBird","https://github.com/babysor/MockingBird","babysor","Python","36905","False","False","8/7/2021 3:53:39 AM","5/27/2026 3:21:16 AM","🚀Clone a voice in 5 seconds to generate arbitrary speech in real-time","ai;deep-learning;pytorch;speech;text-to-speech;tts","topic:ai language:Python stars:>=50 | m language:Python stars:>=50"
"matterport/Mask_RCNN","https://github.com/matterport/Mask_RCNN","matterport","Python","25558","False","False","10/19/2017 8:28:34 PM","5/26/2026 10:20:49 PM","Mask R-CNN for object detection and instance segmentation on Keras and TensorFlow","instance-segmentation;keras;mask-rcnn;object-detection;tensorflow","m language:Python stars:>=50"
"rohitg00/ai-engineering-from-scratch","https://github.com/rohitg00/ai-engineering-from-scratch","rohitg00","Python","21289","False","False","3/18/2026 6:38:02 PM","5/27/2026 7:42:03 AM","Learn it. Build it. Ship it for others.","agents;ai;ai-agents;ai-engineering;computer-vision;course;deep-learning;from-scratch;generative-ai;llm;machine-learning;mcp;nlp;python;reinforcement-learning;rust;swarm-intelligence;transformers;tutorial;typescript","topic:agents language:Python stars:>=50"
"datawhalechina/hello-agents","https://github.com/datawhalechina/hello-agents","datawhalechina","Python","53845","False","False","9/7/2025 9:50:24 AM","5/27/2026 7:40:49 AM","📚 《从零开始构建智能体》——从零开始的智能体原理与实践教程","agent;llm;rag;tutorial","topic:llm stars:>=100"
"fishaudio/fish-speech","https://github.com/fishaudio/fish-speech","fishaudio","Python","30538","False","False","10/10/2023 3:16:51 AM","5/27/2026 6:33:52 AM","SOTA Open Source TTS","llama;transformer;tts;valle;vits;vqgan;vqvae","open language:Python stars:>=50"
"google/adk-samples","https://github.com/google/adk-samples","google","Python","9470","False","False","4/1/2025 8:44:42 PM","5/27/2026 5:22:39 AM","A collection of sample agents built with Agent Development Kit (ADK) ","adk;agent-samples;agents","topic:agents language:Python stars:>=50"
"commaai/openpilot","https://github.com/commaai/openpilot","commaai","Python","61135","False","False","11/24/2016 1:33:30 AM","5/27/2026 7:38:48 AM","openpilot is an operating system for robotics. Currently, it upgrades the driver assistance system on 300+ supported cars.","advanced-driver-assistance-systems;driver-assistance-systems;robotics","open language:Python stars:>=50"
