AnchorRepo,AnchorUrl,CandidateRepo,CandidateUrl,CandidateOwner,CandidateLanguage,CandidateStars,CandidateSubdomain,Score,ScoreBase,PenaltyCrossAnchorFreq,PenaltyRetrieval,PenaltyNotes,Qualified,TopicJaccard,LexicalJaccard,LanguageMatch,StarSimilarity,RecencySimilarity,SubdomainMatch,QueryCoverage,TopSignals,ScoreBreakdownJson,WhyQualified,SourceQueries,Description,Rank,_anchor_folder,_anchor
bbfamily/abu,https://github.com/bbfamily/abu,shashankvemuri/Finance,https://github.com/shashankvemuri/Finance,shashankvemuri,Python,3876,data-science,907.82,907.82,0,50,QueryCoverage excluded from Score (recommended).,True,0.2105,0,1,0.6763,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":189.47,""Lexical"":0.0,""Lang"":250.0,""Stars"":118.35,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":907.82,""ScoreFinal"":907.82}",Score>=MinimumScore,topic:algorithmic-trading language:Python stars:>=50,"150+ quantitative finance Python programs to help you gather, manipulate, and analyze stock market data",2,bbfamily-abu,bbfamily/abu
bbfamily/abu,https://github.com/bbfamily/abu,asavinov/intelligent-trading-bot,https://github.com/asavinov/intelligent-trading-bot,asavinov,Python,1696,data-science,889.68,898.72,9.03,100,QueryCoverage excluded from Score (recommended).,True,0.2353,0,1,0.4969,1,1,0.6667,Lang+Subdomain+Topic,"{""Topic"":211.76,""Lexical"":0.0,""Lang"":250.0,""Stars"":86.95,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":9.03,""ScoreBase"":898.72,""ScoreFinal"":889.68}",Score>=MinimumScore,topic:algorithmic-trading language:Python stars:>=50 | topic:bitcoin language:Python stars:>=50,Intelligent Trading Bot: Automatically generating signals and trading based on machine learning and feature engineering,3,bbfamily-abu,bbfamily/abu
bbfamily/abu,https://github.com/bbfamily/abu,ranaroussi/quantstats,https://github.com/ranaroussi/quantstats,ranaroussi,Python,7139,data-science,883.66,883.66,0,50,QueryCoverage excluded from Score (recommended).,True,0.1579,0,1,0.8089,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":142.11,""Lexical"":0.0,""Lang"":250.0,""Stars"":141.55,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":883.66,""ScoreFinal"":883.66}",Score>=MinimumScore,topic:algorithmic-trading language:Python stars:>=50,"Portfolio analytics for quants, written in Python",4,bbfamily-abu,bbfamily/abu
bbfamily/abu,https://github.com/bbfamily/abu,mwaskom/seaborn,https://github.com/mwaskom/seaborn,mwaskom,Python,13881,data-science,870.04,895.39,25.35,50,QueryCoverage excluded from Score (recommended).,True,0.1429,0,1,0.9532,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":128.57,""Lexical"":0.0,""Lang"":250.0,""Stars"":166.82,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":25.35,""ScoreBase"":895.39,""ScoreFinal"":870.04}",Score>=MinimumScore,topic:data-science stars:>=100,Statistical data visualization in Python,5,bbfamily-abu,bbfamily/abu
bbfamily/abu,https://github.com/bbfamily/abu,RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,RomelTorres,Python,4816,data-science,859.67,868.7,9.03,50,QueryCoverage excluded from Score (recommended).,True,0.1579,0,1,0.7234,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":142.11,""Lexical"":0.0,""Lang"":250.0,""Stars"":126.6,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":9.03,""ScoreBase"":868.7,""ScoreFinal"":859.67}",Score>=MinimumScore,topic:bitcoin language:Python stars:>=50,A python wrapper for Alpha Vantage API for financial data.,6,bbfamily-abu,bbfamily/abu
bbfamily/abu,https://github.com/bbfamily/abu,coding-kitties/investing-algorithm-framework,https://github.com/coding-kitties/investing-algorithm-framework,coding-kitties,Python,1178,data-science,844.54,844.54,0,50,QueryCoverage excluded from Score (recommended).,True,0.1905,0,1,0.4178,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":171.43,""Lexical"":0.0,""Lang"":250.0,""Stars"":73.11,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":844.54,""ScoreFinal"":844.54}",Score>=MinimumScore,topic:algorithmic-trading language:Python stars:>=50,"Framework for developing, backtesting, and deploying automated trading algorithms and trading bots.",7,bbfamily-abu,bbfamily/abu
bbfamily/abu,https://github.com/bbfamily/abu,CryptoSignal/Crypto-Signal,https://github.com/CryptoSignal/Crypto-Signal,CryptoSignal,Python,5557,data-science,819.43,828.46,9.03,100,QueryCoverage excluded from Score (recommended).,True,0.1071,0,1,0.7545,1,1,0.6667,Lang+Subdomain+Stars,"{""Topic"":96.43,""Lexical"":0.0,""Lang"":250.0,""Stars"":132.03,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":9.03,""ScoreBase"":828.46,""ScoreFinal"":819.43}",Score>=MinimumScore,topic:algorithmic-trading language:Python stars:>=50 | topic:bitcoin language:Python stars:>=50,"Github.com/CryptoSignal - Trading & Technical Analysis Bot - 4,100+ stars, 1,100+ forks",8,bbfamily-abu,bbfamily/abu
bbfamily/abu,https://github.com/bbfamily/abu,edtechre/pybroker,https://github.com/edtechre/pybroker,edtechre,Python,3323,data-science,811.47,820.5,9.03,50,QueryCoverage excluded from Score (recommended).,True,0.12,0,1,0.6429,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":108.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":112.5,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":9.03,""ScoreBase"":820.5,""ScoreFinal"":811.47}",Score>=MinimumScore,topic:algorithmic-trading language:Python stars:>=50,Algorithmic Trading in Python with Machine Learning,9,bbfamily-abu,bbfamily/abu
bbfamily/abu,https://github.com/bbfamily/abu,akfamily/akshare,https://github.com/akfamily/akshare,akfamily,Python,19524,data-science,807.41,834.51,27.09,50,QueryCoverage excluded from Score (recommended).,True,0.0714,0,1,0.9727,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":64.29,""Lexical"":0.0,""Lang"":250.0,""Stars"":170.22,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":27.09,""ScoreBase"":834.51,""ScoreFinal"":807.41}",Score>=MinimumScore,topic:data-science stars:>=100,"AKShare is an elegant and simple financial data interface library for Python, built for human beings! 开源财经数据接口库",10,bbfamily-abu,bbfamily/abu
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,hpcaitech,Python,41388,deep-learning,962.2,999.11,36.91,100,QueryCoverage excluded from Score (recommended).,True,0.25,0,1,0.9949,1,1,0.6667,Lang+Topic+Subdomain,"{""Topic"":225.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":174.11,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.91,""ScoreBase"":999.11,""ScoreFinal"":962.2}",Score>=MinimumScore,topic:data-parallelism language:Python stars:>=50 | topic:deep-learning stars:>=100,"Making large AI models cheaper, faster and more accessible",1,deepspeedai-DeepSpeed,deepspeedai/DeepSpeed
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Lightning-AI,Python,31152,deep-learning,884.48,922.14,37.66,50,QueryCoverage excluded from Score (recommended).,True,0.1765,0,1,0.9332,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":158.82,""Lexical"":0.0,""Lang"":250.0,""Stars"":163.31,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":37.66,""ScoreBase"":922.14,""ScoreFinal"":884.48}",Score>=MinimumScore,topic:deep-learning stars:>=100,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.",2,deepspeedai-DeepSpeed,deepspeedai/DeepSpeed
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,InterDigitalInc/CompressAI,https://github.com/InterDigitalInc/CompressAI,InterDigitalInc,Python,1583,deep-learning,875.11,875.11,0,50,QueryCoverage excluded from Score (recommended).,True,0.25,0,1,0.2863,1,1,0.3333,Lang+Topic+Subdomain,"{""Topic"":225.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":50.11,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":875.11,""ScoreFinal"":875.11}",Score>=MinimumScore,topic:compression language:Python stars:>=50,A PyTorch library and evaluation platform for end-to-end compression research,3,deepspeedai-DeepSpeed,deepspeedai/DeepSpeed
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,alibaba/EasyParallelLibrary,https://github.com/alibaba/EasyParallelLibrary,alibaba,Python,271,deep-learning,875,875,0,50,QueryCoverage excluded from Score (recommended).,True,0.3333,0,1,0,0.8,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":300.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":0.0,""Recency"":100.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":875.0,""ScoreFinal"":875.0}",Score>=MinimumScore,topic:data-parallelism language:Python stars:>=50,Easy Parallel Library (EPL) is a general and efficient deep learning framework for distributed model training.,4,deepspeedai-DeepSpeed,deepspeedai/DeepSpeed
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,keras-team/keras,https://github.com/keras-team/keras,keras-team,Python,64073,deep-learning,872.37,909.28,36.91,50,QueryCoverage excluded from Score (recommended).,True,0.1667,0,1,0.9102,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":150.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":159.28,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.91,""ScoreBase"":909.28,""ScoreFinal"":872.37}",Score>=MinimumScore,topic:deep-learning stars:>=100,Deep Learning for humans,5,deepspeedai-DeepSpeed,deepspeedai/DeepSpeed
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,pytorch/pytorch,https://github.com/pytorch/pytorch,pytorch,Python,100039,deep-learning,856.23,892.35,36.12,50,QueryCoverage excluded from Score (recommended).,True,0.1667,0,1,0.8134,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":150.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":142.35,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.12,""ScoreBase"":892.35,""ScoreFinal"":856.23}",Score>=MinimumScore,topic:deep-learning stars:>=100,Tensors and Dynamic neural networks in Python with strong GPU acceleration,6,deepspeedai-DeepSpeed,deepspeedai/DeepSpeed
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,ultralytics/yolov5,https://github.com/ultralytics/yolov5,ultralytics,Python,57407,deep-learning,844.73,880.85,36.12,50,QueryCoverage excluded from Score (recommended).,True,0.1304,0,1,0.934,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":117.39,""Lexical"":0.0,""Lang"":250.0,""Stars"":163.46,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.12,""ScoreBase"":880.85,""ScoreFinal"":844.73}",Score>=MinimumScore,topic:deep-learning stars:>=100,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite,7,deepspeedai-DeepSpeed,deepspeedai/DeepSpeed
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,babysor/MockingBird,https://github.com/babysor/MockingBird,babysor,Python,36900,deep-learning,838.72,875.63,36.91,50,QueryCoverage excluded from Score (recommended).,True,0.1176,0,1,0.97,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":105.88,""Lexical"":0.0,""Lang"":250.0,""Stars"":169.75,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.91,""ScoreBase"":875.63,""ScoreFinal"":838.72}",Score>=MinimumScore,topic:deep-learning stars:>=100,🚀Clone a voice in 5 seconds to generate arbitrary speech in real-time,8,deepspeedai-DeepSpeed,deepspeedai/DeepSpeed
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,TencentARC/GFPGAN,https://github.com/TencentARC/GFPGAN,TencentARC,Python,37456,deep-learning,835.03,870.32,35.28,50,QueryCoverage excluded from Score (recommended).,True,0.1111,0,1,0.9732,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":100.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":170.32,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":35.28,""ScoreBase"":870.32,""ScoreFinal"":835.03}",Score>=MinimumScore,topic:deep-learning stars:>=100,GFPGAN aims at developing Practical Algorithms for Real-world Face Restoration.,9,deepspeedai-DeepSpeed,deepspeedai/DeepSpeed
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,JaidedAI,Python,29488,deep-learning,832.31,869.23,36.91,50,QueryCoverage excluded from Score (recommended).,True,0.12,0,1,0.9213,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":108.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":161.23,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.91,""ScoreBase"":869.23,""ScoreFinal"":832.31}",Score>=MinimumScore,topic:deep-learning stars:>=100,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.",10,deepspeedai-DeepSpeed,deepspeedai/DeepSpeed
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Lightning-AI,Python,31152,deep-learning,982.36,1020.02,37.66,150,QueryCoverage excluded from Score (recommended).,True,0.2727,0,1,0.9975,1,1,1,Lang+Topic+Subdomain,"{""Topic"":245.45,""Lexical"":0.0,""Lang"":250.0,""Stars"":174.57,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":37.66,""ScoreBase"":1020.02,""ScoreFinal"":982.36}",Score>=MinimumScore,topic:data-science language:Python stars:>=50 | topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.",1,eriklindernoren-ML-From-Scratch,eriklindernoren/ML-From-Scratch
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,tflearn/tflearn,https://github.com/tflearn/tflearn,tflearn,Python,9587,deep-learning,976.44,999.79,23.34,50,QueryCoverage excluded from Score (recommended).,True,0.3,0,1,0.7416,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":270.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":129.79,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":23.34,""ScoreBase"":999.79,""ScoreFinal"":976.44}",Score>=MinimumScore,topic:data-science language:Python stars:>=50,Deep learning library featuring a higher-level API for TensorFlow.,2,eriklindernoren-ML-From-Scratch,eriklindernoren/ML-From-Scratch
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,unit8co/darts,https://github.com/unit8co/darts,unit8co,Python,9379,deep-learning,951.06,974.41,23.34,50,QueryCoverage excluded from Score (recommended).,True,0.2727,0,1,0.7369,1,1,0.3333,Lang+Topic+Subdomain,"{""Topic"":245.45,""Lexical"":0.0,""Lang"":250.0,""Stars"":128.95,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":23.34,""ScoreBase"":974.41,""ScoreFinal"":951.06}",Score>=MinimumScore,topic:data-science language:Python stars:>=50,A python library for user-friendly forecasting and anomaly detection on time series.,3,eriklindernoren-ML-From-Scratch,eriklindernoren/ML-From-Scratch
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,streamlit/streamlit,https://github.com/streamlit/streamlit,streamlit,Python,44656,deep-learning,949.83,986.75,36.91,150,QueryCoverage excluded from Score (recommended).,True,0.25,0,1,0.9243,1,1,1,Lang+Topic+Subdomain,"{""Topic"":225.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":161.75,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.91,""ScoreBase"":986.75,""ScoreFinal"":949.83}",Score>=MinimumScore,topic:data-science language:Python stars:>=50 | topic:deep-learning language:Python stars:>=50 | s language:Python stars:>=50 | topic:deep-learning stars:>=100,Streamlit — A faster way to build and share data apps.,4,eriklindernoren-ML-From-Scratch,eriklindernoren/ML-From-Scratch
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,keras-team/keras,https://github.com/keras-team/keras,keras-team,Python,64073,deep-learning,936.11,973.03,36.91,150,QueryCoverage excluded from Score (recommended).,True,0.25,0,1,0.8459,1,1,1,Lang+Topic+Subdomain,"{""Topic"":225.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":148.03,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.91,""ScoreBase"":973.03,""ScoreFinal"":936.11}",Score>=MinimumScore,topic:data-science language:Python stars:>=50 | topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100,Deep Learning for humans,5,eriklindernoren-ML-From-Scratch,eriklindernoren/ML-From-Scratch
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,mdbloice,Python,5138,deep-learning,906.09,906.09,0,50,QueryCoverage excluded from Score (recommended).,True,0.2222,0,1,0.6062,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":200.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":106.09,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":906.09,""ScoreFinal"":906.09}",Score>=MinimumScore,machine language:Python stars:>=50,Image augmentation library in Python for machine learning.,6,eriklindernoren-ML-From-Scratch,eriklindernoren/ML-From-Scratch
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,JaidedAI,Python,29488,deep-learning,877.67,914.59,36.91,150,QueryCoverage excluded from Score (recommended).,True,0.1579,0,1,0.9856,1,1,1,Lang+Subdomain+Stars,"{""Topic"":142.11,""Lexical"":0.0,""Lang"":250.0,""Stars"":172.48,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.91,""ScoreBase"":914.59,""ScoreFinal"":877.67}",Score>=MinimumScore,topic:data-mining language:Python stars:>=50 | topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.",7,eriklindernoren-ML-From-Scratch,eriklindernoren/ML-From-Scratch
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,gradio-app/gradio,https://github.com/gradio-app/gradio,gradio-app,Python,42640,deep-learning,877.38,913.5,36.12,150,QueryCoverage excluded from Score (recommended).,True,0.1667,0,1,0.9343,1,1,1,Lang+Subdomain+Stars,"{""Topic"":150.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":163.5,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.12,""ScoreBase"":913.5,""ScoreFinal"":877.38}",Score>=MinimumScore,topic:data-science language:Python stars:>=50 | topic:deep-learning language:Python stars:>=50 | machine language:Python stars:>=50 | topic:deep-learning stars:>=100,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",8,eriklindernoren-ML-From-Scratch,eriklindernoren/ML-From-Scratch
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,yzhao062/pyod,https://github.com/yzhao062/pyod,yzhao062,Python,9849,deep-learning,869.1,894.45,25.35,100,QueryCoverage excluded from Score (recommended).,True,0.1818,0,1,0.7475,1,1,0.6667,Lang+Subdomain+Topic,"{""Topic"":163.64,""Lexical"":0.0,""Lang"":250.0,""Stars"":130.81,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":25.35,""ScoreBase"":894.45,""ScoreFinal"":869.1}",Score>=MinimumScore,topic:data-mining language:Python stars:>=50 | topic:data-science language:Python stars:>=50,"A Python library for anomaly detection across tabular, time series, graph, text, and image data. 60+ detectors, benchmark-backed ADEngine orchestration, and an agentic workflow for AI agents.",9,eriklindernoren-ML-From-Scratch,eriklindernoren/ML-From-Scratch
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,piskvorky/gensim,https://github.com/piskvorky/gensim,piskvorky,Python,16414,deep-learning,863.7,892.33,28.63,100,QueryCoverage excluded from Score (recommended).,True,0.1579,0,1,0.8584,1,1,0.6667,Lang+Subdomain+Stars,"{""Topic"":142.11,""Lexical"":0.0,""Lang"":250.0,""Stars"":150.22,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":28.63,""ScoreBase"":892.33,""ScoreFinal"":863.7}",Score>=MinimumScore,topic:data-mining language:Python stars:>=50 | topic:data-science language:Python stars:>=50,Topic Modelling for Humans,10,eriklindernoren-ML-From-Scratch,eriklindernoren/ML-From-Scratch
explosion/spaCy,https://github.com/explosion/spaCy,Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Lightning-AI,Python,31152,deep-learning,1034.48,1072.13,37.66,150,QueryCoverage excluded from Score (recommended).,True,0.3333,0,1,0.9836,1,1,1,Topic+Lang+Subdomain,"{""Topic"":300.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":172.13,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":37.66,""ScoreBase"":1072.13,""ScoreFinal"":1034.48}",Score>=MinimumScore,topic:ai language:Python stars:>=50 | topic:artificial-intelligence language:Python stars:>=50 | topic:deep-learning stars:>=100,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.",1,explosion-spacy,explosion/spaCy
explosion/spaCy,https://github.com/explosion/spaCy,stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,stanfordnlp,Python,7794,deep-learning,1011.14,1034.49,23.34,50,QueryCoverage excluded from Score (recommended).,True,0.35,0,1,0.6828,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":315.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":119.49,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":23.34,""ScoreBase"":1034.49,""ScoreFinal"":1011.14}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages",2,explosion-spacy,explosion/spaCy
explosion/spaCy,https://github.com/explosion/spaCy,keras-team/keras,https://github.com/keras-team/keras,keras-team,Python,64078,deep-learning,938.55,975.46,36.91,50,QueryCoverage excluded from Score (recommended).,True,0.25,0,1,0.8598,1,1,0.3333,Lang+Topic+Subdomain,"{""Topic"":225.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":150.46,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.91,""ScoreBase"":975.46,""ScoreFinal"":938.55}",Score>=MinimumScore,topic:deep-learning stars:>=100,Deep Learning for humans,3,explosion-spacy,explosion/spaCy
explosion/spaCy,https://github.com/explosion/spaCy,recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,recommenders-team,Python,21709,deep-learning,915.99,951.27,35.28,50,QueryCoverage excluded from Score (recommended).,True,0.2143,0,1,0.9052,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":192.86,""Lexical"":0.0,""Lang"":250.0,""Stars"":158.41,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":35.28,""ScoreBase"":951.27,""ScoreFinal"":915.99}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,Best Practices on Recommendation Systems,4,explosion-spacy,explosion/spaCy
explosion/spaCy,https://github.com/explosion/spaCy,kornia/kornia,https://github.com/kornia/kornia,kornia,Python,11210,deep-learning,907.98,928.95,20.97,50,QueryCoverage excluded from Score (recommended).,True,0.2174,0,1,0.7617,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":195.65,""Lexical"":0.0,""Lang"":250.0,""Stars"":133.3,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":20.97,""ScoreBase"":928.95,""ScoreFinal"":907.98}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,🐍 Geometric Computer Vision Library for Spatial AI,5,explosion-spacy,explosion/spaCy
explosion/spaCy,https://github.com/explosion/spaCy,google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,google-deepmind,Python,9917,deep-learning,907.67,928.64,20.97,50,QueryCoverage excluded from Score (recommended).,True,0.2222,0,1,0.7351,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":200.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":128.64,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":20.97,""ScoreBase"":928.64,""ScoreFinal"":907.67}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,TensorFlow-based neural network library,6,explosion-spacy,explosion/spaCy
explosion/spaCy,https://github.com/explosion/spaCy,onnx/onnx,https://github.com/onnx/onnx,onnx,Python,20857,deep-learning,902.51,936.89,34.38,50,QueryCoverage excluded from Score (recommended).,True,0.2,0,1,0.8965,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":180.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":156.89,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":34.38,""ScoreBase"":936.89,""ScoreFinal"":902.51}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,Open standard for machine learning interoperability,7,explosion-spacy,explosion/spaCy
