"FullName","Url","Owner","Language","Stars","Fork","Archived","CreatedAt","UpdatedAt","Description","Topics","SourceQueries"
"mlflow/mlflow","https://github.com/mlflow/mlflow","mlflow","Python","26045","False","False","6/5/2018 4:05:58 PM","5/21/2026 5:27:32 PM","The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data.","agentops;agents;ai;ai-governance;apache-spark;evaluation;langchain;llm-evaluation;llmops;machine-learning;ml;mlflow;mlops;model-management;observability;open-source;openai;prompt-engineering","topic:machine-learning language:Python stars:>=50"
"enarjord/passivbot","https://github.com/enarjord/passivbot","enarjord","Python","2001","False","False","12/11/2020 12:21:48 PM","5/21/2026 6:44:24 PM","Trading bot running on Bybit, Bitget, OKX, GateIO, Binance, Kucoin and Hyperliquid","algorithmic-trading;binance;bitget;bybit;futures;gateio;hyperliquid;okx;perpetual-futures;trading","topic:algorithmic-trading language:Python stars:>=50"
"Drakkar-Software/OctoBot","https://github.com/Drakkar-Software/OctoBot","Drakkar-Software","Python","5953","False","False","2/23/2018 11:13:05 PM","5/21/2026 4:39:15 PM","Free open source crypto trading bot to automate AI, Grid, DCA and TradingView strategies on Binance, Hyperliquid and 15+ exchanges, with a simple interface.","ai-trading;backtest;binance-api;bitcoin;coinbase-bot;cryptocurrencies;free;hyperliquid-trading-bot;paper-trading;python;solana;telegrambot;trading-bot;tradingview-pinescript-signal-alert-bot","topic:bitcoin language:Python stars:>=50"
"Aider-AI/aider","https://github.com/Aider-AI/aider","Aider-AI","Python","45118","False","False","5/9/2023 6:57:49 PM","5/21/2026 7:34:09 PM","aider is AI pair programming in your terminal","anthropic;chatgpt;claude-3;cli;command-line;gemini;gpt-3;gpt-35-turbo;gpt-4;gpt-4o;llama;openai;sonnet","a language:Python stars:>=50"
"chubin/rate.sx","https://github.com/chubin/rate.sx","chubin","Python","1086","False","False","12/2/2017 8:12:14 PM","5/18/2026 3:12:40 PM",":moneybag: curl cryptocurrencies exchange rates","bitcoin;cli;crypto;cryptocurrency;curl;terminal","topic:bitcoin language:Python stars:>=50"
"ultralytics/yolov5","https://github.com/ultralytics/yolov5","ultralytics","Python","57412","False","False","5/18/2020 3:45:11 AM","5/21/2026 10:54:26 AM","YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite","coreml;deep-learning;ios;machine-learning;ml;object-detection;onnx;pytorch;tflite;ultralytics;yolo;yolov3;yolov5","topic:machine-learning language:Python stars:>=50"
"jpmorganchase/python-training","https://github.com/jpmorganchase/python-training","jpmorganchase","Jupyter Notebook","13301","False","False","7/25/2019 1:01:12 PM","5/21/2026 4:55:45 PM","Python training for business analysts and traders","banking;binder;binder-ready;cib;data-science;finance;jpmorgan;jupyter;jupyterlab;python","topic:data-science stars:>=100"
"ray-project/ray","https://github.com/ray-project/ray","ray-project","Python","42623","False","False","10/25/2016 7:38:30 PM","5/21/2026 7:48:40 PM","Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.","data-science;deep-learning;deployment;distributed;hyperparameter-optimization;hyperparameter-search;large-language-models;llm;llm-inference;llm-serving;machine-learning;optimization;parallel;python;pytorch;ray;reinforcement-learning;rllib;serving;tensorflow","topic:machine-learning language:Python stars:>=50 | a language:Python stars:>=50 | topic:data-science stars:>=100"
"ofek/bit","https://github.com/ofek/bit","ofek","Python","1318","False","False","11/12/2016 5:23:15 PM","5/20/2026 11:22:20 PM","Bitcoin made easy.","bitcoin;cryptocurrencies;libraries;payments;python","topic:bitcoin language:Python stars:>=50"
"zhayujie/CowAgent","https://github.com/zhayujie/CowAgent","zhayujie","Python","44689","False","False","8/7/2022 8:33:41 AM","5/21/2026 5:15:29 PM","CowAgent (chatgpt-on-wechat) 是基于大模型的超级AI助理，能主动思考和任务规划、访问操作系统和外部资源、创造和执行Skills、通过长期记忆和知识库不断成长，比OpenClaw更轻量和便捷。同时支持微信、飞书、钉钉、企微、QQ、公众号、网页等接入，可选择DeepSeek/OpenAI/Claude/Gemini/ MiniMax/Qwen/GLM/LinkAI，能处理文本、语音、图片和文件，可快速搭建个人AI助理和企业数字员工。","ai;ai-agent;chatgpt-on-wechat;claude;deepseek;dingtalk;feishu-bot;gemini;harness;kimi;linkai;llm;mcp;multi-agent;openai;openclaw;python3;qwen;skills;wechat","a language:Python stars:>=50"
"roboflow/supervision","https://github.com/roboflow/supervision","roboflow","Python","39416","False","False","11/28/2022 2:08:44 PM","5/21/2026 7:12:15 PM","We write your reusable computer vision tools. 💜","classification;coco;computer-vision;deep-learning;hacktoberfest;image-processing;instance-segmentation;low-code;machine-learning;metrics;object-detection;oriented-bounding-box;pascal-voc;python;pytorch;tensorflow;tracking;video-processing;yolo","topic:machine-learning language:Python stars:>=50"
"NousResearch/hermes-agent","https://github.com/NousResearch/hermes-agent","NousResearch","Python","161312","False","False","7/22/2025 10:22:28 PM","5/21/2026 7:58:36 PM","The agent that grows with you","ai;ai-agent;ai-agents;anthropic;chatgpt;claude;claude-code;clawdbot;codex;hermes;hermes-agent;llm;moltbot;nous-research;openai;openclaw","a language:Python stars:>=50"
"d2l-ai/d2l-zh","https://github.com/d2l-ai/d2l-zh","d2l-ai","Python","77931","False","False","8/23/2017 4:40:24 AM","5/21/2026 6:53:00 PM","《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。","book;chinese;computer-vision;deep-learning;machine-learning;natural-language-processing;notebook;python","topic:machine-learning language:Python stars:>=50"
"huggingface/transformers","https://github.com/huggingface/transformers","huggingface","Python","160851","False","False","10/29/2018 1:56:00 PM","5/21/2026 7:28:47 PM","🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. ","audio;deep-learning;deepseek;gemma;glm;hacktoberfest;llm;machine-learning;model-hub;natural-language-processing;nlp;pretrained-models;python;pytorch;pytorch-transformers;qwen;speech-recognition;transformer;vlm","topic:machine-learning language:Python stars:>=50"
"explosion/spaCy","https://github.com/explosion/spaCy","explosion","Python","33595","False","False","7/3/2014 3:15:40 PM","5/21/2026 7:53:21 PM","💫 Industrial-strength Natural Language Processing (NLP) in Python","ai;artificial-intelligence;cython;data-science;deep-learning;entity-linking;machine-learning;named-entity-recognition;natural-language-processing;neural-network;neural-networks;nlp;nlp-library;python;spacy;text-classification;tokenization","topic:machine-learning language:Python stars:>=50 | topic:data-science stars:>=100"
"HKUDS/Vibe-Trading","https://github.com/HKUDS/Vibe-Trading","HKUDS","Python","7969","False","False","4/1/2026 9:52:20 AM","5/21/2026 7:58:06 PM","""Vibe-Trading: Your Personal Trading Agent""","ai-agent;algorithmic-trading;backtesting;fintech;llm;mcp;multi-agent;python;quantitative-finance;trading","topic:algorithmic-trading language:Python stars:>=50"
"hummingbot/hummingbot","https://github.com/hummingbot/hummingbot","hummingbot","Python","18619","False","False","4/2/2019 9:41:52 PM","5/21/2026 5:39:31 PM","Open source software that helps you create and deploy high-frequency crypto trading bots","algotrading;arbitrage;backtesting;bitcoin;bot;crypto;cryptocurrency;cython;dex;docker;ethereum;hft;marketmaking;orderbook;python;trading","topic:bitcoin language:Python stars:>=50"
"RomelTorres/alpha_vantage","https://github.com/RomelTorres/alpha_vantage","RomelTorres","Python","4816","False","False","4/29/2017 5:23:00 PM","5/20/2026 3:48:00 PM","A python wrapper for Alpha Vantage API for financial data.","alpha-vantage;alphavantage;api-wrapper;bitcoin;cryptocurrency;finance;financial-data;json;pandas;python;stock","topic:bitcoin language:Python stars:>=50"
"ivopetiz/algotrading","https://github.com/ivopetiz/algotrading","ivopetiz","Python","1591","False","False","7/10/2018 10:10:41 PM","5/21/2026 4:31:48 PM","Algorithmic trading framework for cryptocurrencies.","algorithmic-trading;algotrading;backtest;backtesting-trading-strategies;bot;crypto;crypto-algotrading;cryptocurrencies;cryptocurrency;cryptocurrency-exchanges;framework;hft;hft-trading;high-frequency-trading;realtime;trading;trading-algorithms;trading-api;trading-bot;trading-simulator","topic:algorithmic-trading language:Python stars:>=50"
"deepfakes/faceswap","https://github.com/deepfakes/faceswap","deepfakes","Python","55232","False","False","12/19/2017 9:44:13 AM","5/21/2026 4:54:04 PM","Deepfakes Software For All","deep-face-swap;deep-learning;deep-neural-networks;deepface;deepfakes;deeplearning;face-swap;faceswap;fakeapp;machine-learning;myfakeapp;neural-nets;neural-networks;openfaceswap","topic:machine-learning language:Python stars:>=50"
"gurnec/btcrecover","https://github.com/gurnec/btcrecover","gurnec","Python","1560","False","False","4/10/2014 6:56:07 PM","5/21/2026 2:47:05 PM","An open source Bitcoin wallet password and seed recovery tool designed for the case where you already know most of your password/seed, but need assistance in trying different possible combinations.","bitcoin;password-recovery","topic:bitcoin language:Python stars:>=50"
"eugeneyan/applied-ml","https://github.com/eugeneyan/applied-ml","eugeneyan","","29293","False","False","7/4/2020 6:57:47 PM","5/21/2026 7:49:55 PM","📚 Papers & tech blogs by companies sharing their work on data science & machine learning in production.","applied-data-science;applied-machine-learning;computer-vision;data-discovery;data-engineering;data-quality;data-science;deep-learning;machine-learning;natural-language-processing;production;recsys;reinforcement-learning;search","topic:data-science stars:>=100"
"hacksider/Deep-Live-Cam","https://github.com/hacksider/Deep-Live-Cam","hacksider","Python","93261","False","False","9/24/2023 1:19:31 PM","5/21/2026 7:56:31 PM","real time face swap and one-click video deepfake with only a single image","ai;ai-deep-fake;ai-face;ai-webcam;artificial-intelligence;deep-fake;deepfake;deepfake-webcam;faceswap;fake-webcam;gan;real-time-deepfake;realtime;realtime-deepfake;realtime-face-changer;video-deepfake;webcam;webcamera","a language:Python stars:>=50"
"kernc/backtesting.py","https://github.com/kernc/backtesting.py","kernc","Python","8393","False","False","1/2/2019 3:11:32 AM","5/21/2026 6:36:49 PM","🔎 📈 🐍 💰  Backtest trading strategies in Python.","algo-trading;algorithmic-trading;backtesting;backtesting-engine;backtesting-frameworks;backtesting-trading-strategies;finance;financial-markets;forex;forex-trading;framework;hacktoberfest;investing;investment;investment-strategies;stocks;trading;trading-algorithms;trading-simulator;trading-strategies","topic:algorithmic-trading language:Python stars:>=50"
"MicroPyramid/forex-python","https://github.com/MicroPyramid/forex-python","MicroPyramid","Python","703","False","False","5/21/2016 4:43:37 AM","5/19/2026 7:02:27 AM","Foreign exchange rates, Bitcoin price index and currency conversion using ratesapi.io","bitcoin;currency;currency-converter;currency-exchange-rates;package;python","topic:bitcoin language:Python stars:>=50"
"51bitquant/howtrader","https://github.com/51bitquant/howtrader","51bitquant","Python","913","False","False","10/30/2020 2:59:18 PM","5/21/2026 4:43:52 AM","Howtrader: A crypto quant framework for developing, backtesting, and executing your own trading strategies. Seamlessly integrates with TradingView and other third-party signals. Simply send a post request to automate trading and order placement. Supports Binance and Okex exchanges.","51bitquant;algo;binance;binance-api;binance-bot;binance-trader;bitcoin;cryptocurrency;eth;okx-exchange;okx-v5;python;quant;quantitative;trader;trading;tradingview;tradingview-alert;tradingview-webhooks;vnpy","topic:bitcoin language:Python stars:>=50"
"danpaquin/coinbasepro-python","https://github.com/danpaquin/coinbasepro-python","danpaquin","Python","1849","False","False","7/14/2016 11:01:09 PM","5/19/2026 12:14:06 PM","The unofficial Python client for the Coinbase Pro API","bitcoin;cbpro;coinbase;coinbasepro;coinbasepro-api;ethereum;exchange;libaray;orderbook;python-client;trading;websocket-client;wrapper","topic:bitcoin language:Python stars:>=50"
"richardkiss/pycoin","https://github.com/richardkiss/pycoin","richardkiss","Python","1441","False","False","6/24/2013 7:17:52 PM","5/15/2026 1:31:17 AM","Python-based Bitcoin and alt-coin utility library.","altcoins;bip32;bitcoin;python;segwit","topic:bitcoin language:Python stars:>=50"
"1200wd/bitcoinlib","https://github.com/1200wd/bitcoinlib","1200wd","Python","703","False","False","2/17/2016 9:18:22 AM","5/21/2026 7:27:26 AM","The Python BitcoinLib provides developers with a wide range of tools to work with Bitcoin: manage wallets, private keys and addresses. Interact with the blockchain. And create complex transactions and scripts.","bitcoin;bitcoin-keys-manager;bitcoin-scripts;bitcoin-transaction;bitcoin-wallet;cryptocurrency;dogecoin;library;litecoin;mnemonic;python;wallet","topic:bitcoin language:Python stars:>=50"
"swisskyrepo/PayloadsAllTheThings","https://github.com/swisskyrepo/PayloadsAllTheThings","swisskyrepo","Python","77850","False","False","10/18/2016 7:29:07 AM","5/21/2026 7:08:14 PM","A list of useful payloads and bypass for Web Application Security and Pentest/CTF","bounty;bugbounty;bypass;cheatsheet;enumeration;hacking;hacktoberfest;methodology;payload;payloads;penetration-testing;pentest;privilege-escalation;redteam;security;vulnerability;web-application","a language:Python stars:>=50"
"keras-team/keras","https://github.com/keras-team/keras","keras-team","Python","64075","False","False","3/28/2015 12:35:42 AM","5/21/2026 6:42:17 PM","Deep Learning for humans","data-science;deep-learning;jax;machine-learning;neural-networks;python;pytorch;tensorflow","topic:machine-learning language:Python stars:>=50 | topic:data-science stars:>=100"
"51bitquant/bitquant","https://github.com/51bitquant/bitquant","51bitquant","Python","1136","False","False","6/9/2019 9:45:36 AM","5/19/2026 2:03:11 AM","51bitquant Python数字货币量化交易视频 CCXT框架 爬取交易所数据 比特币量化交易 交易机器人51bitquant tradingbot cryptocurrency quantitative trading btc trading","51bitquant;algorithmic-trading;ccxt;cryptocurrency;gekko;high-frequency-trading;klines;marketmaker;python;quant;quantitative-finance;trading;trading-bot;trading-strategies;tradingview;vnpy","topic:algorithmic-trading language:Python stars:>=50"
"PaddlePaddle/PaddleOCR","https://github.com/PaddlePaddle/PaddleOCR","PaddlePaddle","Python","78296","False","False","5/8/2020 10:38:16 AM","5/21/2026 7:37:04 PM","Turn any PDF or image document into structured data for your AI. A powerful, lightweight OCR toolkit that bridges the gap between images/PDFs and LLMs. Supports 100+ languages.","ai4science;chineseocr;document-parsing;document-translation;kie;ocr;paddleocr-vl;pdf-extractor-rag;pdf-parser;pdf2markdown;pp-ocr;pp-structure;rag","a language:Python stars:>=50"
"quantopian/zipline","https://github.com/quantopian/zipline","quantopian","Python","19790","False","False","10/19/2012 3:50:29 PM","5/21/2026 4:29:34 PM","Zipline, a Pythonic Algorithmic Trading Library","algorithmic-trading;python;quant;zipline","topic:algorithmic-trading language:Python stars:>=50"
"bmoscon/cryptofeed","https://github.com/bmoscon/cryptofeed","bmoscon","Python","2827","False","False","12/16/2017 12:35:23 PM","5/21/2026 3:07:27 PM","Cryptocurrency Exchange Websocket Data Feed Handler","asyncio;binance;bitcoin;btc;coinbase;coinbase-api;crypto;cryptocurrencies;cryptocurrency;ethereum;exchange;ftx-exchange;influxdb;market-data;python;trading;trading-platform;websocket;websockets","topic:bitcoin language:Python stars:>=50"
"shashankvemuri/Finance","https://github.com/shashankvemuri/Finance","shashankvemuri","Python","3878","False","False","2/9/2020 11:16:59 PM","5/21/2026 4:01:28 AM","150+ quantitative finance Python programs to help you gather, manipulate, and analyze stock market data","algorithmic-trading;data-science;finance;machine-learning;pandas;python;quantitative-finance;stock;stock-market;stocks;technical-indicators;trading-strategies","topic:algorithmic-trading language:Python stars:>=50"
"dagster-io/dagster","https://github.com/dagster-io/dagster","dagster-io","Python","15550","False","False","4/30/2018 4:30:04 PM","5/21/2026 7:46:57 PM","An orchestration platform for the development, production, and observation of data assets.","analytics;dagster;data-engineering;data-integration;data-orchestrator;data-pipelines;data-science;etl;metadata;mlops;orchestration;python;scheduler;workflow;workflow-automation","topic:data-science stars:>=100"
"Lightning-AI/pytorch-lightning","https://github.com/Lightning-AI/pytorch-lightning","Lightning-AI","Python","31154","False","False","3/31/2019 12:45:57 AM","5/21/2026 7:40:05 PM","Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.","ai;artificial-intelligence;data-science;deep-learning;machine-learning;python;pytorch","topic:machine-learning language:Python stars:>=50 | topic:data-science stars:>=100"
"huggingface/datasets","https://github.com/huggingface/datasets","huggingface","Python","21530","False","False","3/26/2020 9:23:22 AM","5/21/2026 3:46:53 PM","🤗 The largest hub of ready-to-use datasets for AI models with fast, easy-to-use and efficient data manipulation tools","ai;artificial-intelligence;computer-vision;dataset-hub;datasets;deep-learning;huggingface;llm;machine-learning;natural-language-processing;nlp;numpy;pandas;pytorch;speech;tensorflow","topic:machine-learning language:Python stars:>=50"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","sebastianruder","Python","22965","False","False","6/22/2018 5:43:55 PM","5/21/2026 11:51:54 AM","Repository to track the progress in Natural Language Processing (NLP), including the datasets and the current state-of-the-art for the most common NLP tasks.","dialogue;machine-learning;machine-translation;named-entity-recognition;natural-language-processing;nlp-tasks","topic:machine-learning language:Python stars:>=50"
"asavinov/intelligent-trading-bot","https://github.com/asavinov/intelligent-trading-bot","asavinov","Python","1697","False","False","10/24/2021 8:34:07 AM","5/21/2026 12:39:09 PM","Intelligent Trading Bot: Automatically generating signals and trading based on machine learning and feature engineering","algorithmic-trading;artificial-intelligence;bitcoin;crypto;crypto-trading;cryptocurrency;feature-engineering;machine-learning;trading;trading-bots","topic:algorithmic-trading language:Python stars:>=50 | topic:bitcoin language:Python stars:>=50"
"TauricResearch/TradingAgents","https://github.com/TauricResearch/TradingAgents","TauricResearch","Python","78207","False","False","12/28/2024 3:31:08 AM","5/21/2026 7:54:23 PM","TradingAgents: Multi-Agents LLM Financial Trading Framework","agent;finance;llm;multiagent;trading","a language:Python stars:>=50"
"fabston/TradingView-Webhook-Bot","https://github.com/fabston/TradingView-Webhook-Bot","fabston","Python","1747","False","False","4/21/2020 2:05:31 PM","5/21/2026 1:12:59 PM","📊 Send TradingView alerts to Telegram, Discord, Slack, Twitter and Email. ","bitcoin;bot;crypto;discord;docker;flask;slack;telegram;trading;tradingview;tradingview-webhook-bot;tweepy;twitter;webhook;webhooks;webhooks-json","topic:bitcoin language:Python stars:>=50"
"Fincept-Corporation/FinceptTerminal","https://github.com/Fincept-Corporation/FinceptTerminal","Fincept-Corporation","Python","22087","False","False","8/29/2024 2:38:08 PM","5/21/2026 7:58:57 PM","FinceptTerminal is a modern finance application offering advanced market analytics, investment research, and economic data tools, designed for interactive exploration and data-driven decision-making in a user-friendly environment.","ai-agents;algorithmic-trading;bloomberg-terminal;cpp;finance;financial-markets;fintech;good-first-issue;investment;investment-research;machine-learning;opensource;python;qt;quantitative-finance;stock-market;trading","topic:algorithmic-trading language:Python stars:>=50 | topic:machine-learning language:Python stars:>=50"
"faif/python-patterns","https://github.com/faif/python-patterns","faif","Python","42751","False","False","6/6/2012 9:02:35 PM","5/21/2026 6:45:40 PM","A collection of design patterns/idioms in Python","design-patterns;idioms;python","a language:Python stars:>=50"
"shareAI-lab/learn-claude-code","https://github.com/shareAI-lab/learn-claude-code","shareAI-lab","Python","61799","False","False","6/29/2025 3:34:15 PM","5/21/2026 7:03:47 PM","Bash is all you need -  A nano claude code–like 「agent harness」, built from 0 to 1","agent;agent-development;ai-agent;claude;claude-code;educational;llm;python;teaching;tutorial","a language:Python stars:>=50"
"karpathy/autoresearch","https://github.com/karpathy/autoresearch","karpathy","Python","82552","False","False","3/6/2026 10:00:43 PM","5/21/2026 7:53:29 PM","AI agents running research on single-GPU nanochat training automatically","","a language:Python stars:>=50"
"amor71/LiuAlgoTrader","https://github.com/amor71/LiuAlgoTrader","amor71","Python","897","False","False","12/2/2019 4:25:12 AM","5/3/2026 6:18:29 PM","Framework for algorithmic trading","algo-trading;algorithmic-trading;alpaca-markets;alpaca-trading-api;artificial-intelligence-algorithms;cryptocurrency-exchanges;gemini-api;liualgotrader;machine-learning;machinelearning;python;trade;trader;traders;trading;trading-algorithms;trading-platform;trading-platforms;trading-strategies;trading-systems","topic:algorithmic-trading language:Python stars:>=50"
"ddbourgin/numpy-ml","https://github.com/ddbourgin/numpy-ml","ddbourgin","Python","16346","False","False","4/6/2019 10:29:49 PM","5/21/2026 12:30:29 PM","Machine learning, in numpy","attention;bayesian-inference;gaussian-mixture-models;gaussian-processes;good-turing-smoothing;gradient-boosting;hidden-markov-models;knn;lstm;machine-learning;mfcc;neural-networks;reinforcement-learning;resnet;topic-modeling;vae;wavenet;wgan-gp;word2vec","topic:machine-learning language:Python stars:>=50"
"public-apis/public-apis","https://github.com/public-apis/public-apis","public-apis","Python","436366","False","False","3/20/2016 11:49:42 PM","5/21/2026 7:58:36 PM","A collective list of free APIs","api;apis;dataset;development;free;list;lists;open-source;public;public-api;public-apis;resources;software","a language:Python stars:>=50"
"onnx/onnx","https://github.com/onnx/onnx","onnx","Python","20861","False","False","9/7/2017 4:53:45 AM","5/21/2026 4:15:48 PM","Open standard for machine learning interoperability","ai;artificial-intelligence;deep-learning;deep-neural-networks;dnn;keras;machine-learning;ml;neural-network;onnx;pytorch;scikit-learn;tensorflow","topic:machine-learning language:Python stars:>=50"
"Significant-Gravitas/AutoGPT","https://github.com/Significant-Gravitas/AutoGPT","Significant-Gravitas","Python","184443","False","False","3/16/2023 9:21:07 AM","5/21/2026 7:39:22 PM","AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.","agentic-ai;agents;ai;artificial-intelligence;autonomous-agents;claude;gpt;llama-api;llm;openai;python","a language:Python stars:>=50"
"constverum/Quantdom","https://github.com/constverum/Quantdom","constverum","Python","765","False","False","11/5/2017 7:23:53 PM","5/3/2026 11:45:06 AM","Python-based framework for backtesting trading strategies & analyzing financial markets [GUI :neckbeard:]","algorithmic-trading;algotrading;backtesting;finance;financial-analysis;fintech;investment;quant;quantitative-finance;stock-market;trading;trading-platform;trading-strategies","topic:algorithmic-trading language:Python stars:>=50"
"Coldcard/firmware","https://github.com/Coldcard/firmware","Coldcard","Python","713","False","False","7/24/2018 5:59:44 PM","5/16/2026 2:59:27 PM","❄️ Firmware and simulator for Coldcard Hardware Wallet","bitcoin;bitcoin-wallet;cryptocurrency;cryptography;security","topic:bitcoin language:Python stars:>=50"
"pmaji/crypto-whale-watching-app","https://github.com/pmaji/crypto-whale-watching-app","pmaji","Python","635","False","False","1/23/2018 5:50:25 AM","5/12/2026 3:31:08 AM","Python Dash app that tracks whale activity in cryptocurrency markets.","bitcoin;bitcoin-api;bitcoin-price;cryptocurrency;cryptocurrency-exchanges;cryptocurrency-price-ticker;cryptocurrency-prices;dash;ethereum;ethereum-blockchain;ethereum-price;gdax;gdax-api;gdax-python;litecoin;litecoin-price;plotly;plotly-dash;python;python3","topic:bitcoin language:Python stars:>=50"
"jina-ai/serve","https://github.com/jina-ai/serve","jina-ai","Python","21869","False","False","2/13/2020 5:04:44 PM","5/20/2026 4:12:25 AM","☁️ Build multimodal AI applications with cloud-native stack","cloud-native;cncf;deep-learning;docker;fastapi;framework;generative-ai;grpc;jaeger;kubernetes;llmops;machine-learning;microservice;mlops;multimodal;neural-search;opentelemetry;orchestration;pipeline;prometheus","topic:machine-learning language:Python stars:>=50"
"virattt/ai-hedge-fund","https://github.com/virattt/ai-hedge-fund","virattt","Python","59085","False","False","11/29/2024 4:30:01 PM","5/21/2026 7:43:09 PM","An AI Hedge Fund Team","","a language:Python stars:>=50"
"Heerozh/spectre","https://github.com/Heerozh/spectre","Heerozh","Python","802","False","False","10/8/2019 9:20:02 AM","5/18/2026 9:29:35 AM","GPU-accelerated Factors analysis library and Backtester","algorithmic-trading;backtester;backtesting;factor-analysis;quantitative-analysis;spectre","topic:algorithmic-trading language:Python stars:>=50"
"alpacahq/alpaca-mcp-server","https://github.com/alpacahq/alpaca-mcp-server","alpacahq","Python","750","False","False","6/3/2025 5:09:19 PM","5/21/2026 9:31:56 AM","Alpaca’s official MCP Server lets you trade stocks, ETFs, crypto, and options, run data analysis, and build strategies in plain English directly from your favorite LLM tools and IDEs","ai-trading;algorithmic-trading;crypto;etfs;mcp;mcp-server;options;stocks;trading;trading-api","topic:algorithmic-trading language:Python stars:>=50"
"mwaskom/seaborn","https://github.com/mwaskom/seaborn","mwaskom","Python","13881","False","False","6/18/2012 6:41:19 PM","5/21/2026 6:23:57 PM","Statistical data visualization in Python","data-science;data-visualization;matplotlib;pandas;python","topic:data-science stars:>=100"
"stefan-jansen/machine-learning-for-trading","https://github.com/stefan-jansen/machine-learning-for-trading","stefan-jansen","Jupyter Notebook","17369","False","False","5/9/2018 12:33:08 PM","5/21/2026 7:12:03 PM","Code for Machine Learning for Algorithmic Trading, 2nd edition.","artificial-intelligence;data-science;deep-learning;finance;investment;investment-strategies;machine-learning;ml4t-workflow;synthetic-data;trading;trading-agent;trading-strategies","topic:data-science stars:>=100"
"goldspanlabs/optopsy","https://github.com/goldspanlabs/optopsy","goldspanlabs","Python","1351","False","False","9/17/2017 1:49:54 AM","5/21/2026 10:33:51 AM","A nimble options research and backtesting library for Python","algorithmic;algorithmic-trading;algorithmic-trading-engine;algorithmic-trading-library;backtest;backtesting;backtesting-frameworks;backtesting-trading-strategies;dataframe;option-chain;option-pricing;option-strategies;options;options-framework;options-spreads;options-strategies;options-trading;trade-options;trading","topic:algorithmic-trading language:Python stars:>=50"
"microsoft/RD-Agent","https://github.com/microsoft/RD-Agent","microsoft","Python","13143","False","False","4/3/2024 3:39:33 AM","5/21/2026 4:29:25 PM","Research and development (R&D) is crucial for the enhancement of industrial productivity, especially in the AI era, where the core aspects of R&D are mainly focused on data and models. We are committed to automating these high-value generic R&D processes through R&D-Agent, which lets AI drive data-driven AI. 🔗https://aka.ms/RD-Agent-Tech-Report","agent;ai;automation;data-mining;data-science;development;llm;research","topic:data-science stars:>=100"
"trinodb/trino","https://github.com/trinodb/trino","trinodb","Java","12840","False","False","1/19/2019 6:38:14 AM","5/21/2026 7:33:22 PM","Official repository of Trino, the distributed SQL query engine for big data, formerly known as PrestoSQL (https://trino.io)","analytics;big-data;data-science;database;databases;datalake;delta-lake;distributed-database;distributed-systems;hadoop;hive;iceberg;java;jdbc;presto;prestodb;query-engine;sql;trino","topic:data-science stars:>=100"
"ageitgey/face_recognition","https://github.com/ageitgey/face_recognition","ageitgey","Python","56404","False","False","3/3/2017 9:52:39 PM","5/21/2026 2:13:36 PM","The world's simplest facial recognition api for Python and the command line","face-detection;face-recognition;machine-learning;python","topic:machine-learning language:Python stars:>=50"
"hudson-and-thames/mlfinlab","https://github.com/hudson-and-thames/mlfinlab","hudson-and-thames","Python","4773","False","False","2/13/2019 4:57:25 PM","5/21/2026 4:31:32 PM","MlFinLab helps portfolio managers and traders who want to leverage the power of machine learning by providing reproducible, interpretable, and easy to use tools. ","algorithmic-trading;finance;financial-machine-learning;investing;machine-learning;portfolio-management;portfolio-optimization;python;quantitative-finance;research;trading","topic:algorithmic-trading language:Python stars:>=50"
"alpacahq/alpaca-py","https://github.com/alpacahq/alpaca-py","alpacahq","Python","1332","False","False","2/19/2022 11:10:34 PM","5/21/2026 4:54:40 PM","The Official Python SDK for Alpaca API","algorithmic-trading;algotrading;alpaca;alpaca-api;brokerage;crypto;equities;finance;market-data;options;python;quant;quantitative-finance;stock-trading;trading","topic:algorithmic-trading language:Python stars:>=50"
"tangyudi/Ai-Learn","https://github.com/tangyudi/Ai-Learn","tangyudi","","12998","False","False","1/28/2020 1:55:06 AM","5/21/2026 1:50:43 PM","人工智能学习路线图，整理近200个实战案例与项目，免费提供配套教材，零基础入门，就业实战！包括：Python，数学，机器学习，数据分析，深度学习，计算机视觉，自然语言处理，PyTorch tensorflow machine-learning,deep-learning data-analysis data-mining mathematics data-science artificial-intelligence python tensorflow tensorflow2 caffe keras pytorch algorithm numpy pandas matplotlib seaborn nlp cv等热门领域","algorithm;artificial-intelligence;caffe;cv;data-analysis;data-mining;data-science;deep-learning;keras;machine-learning;mathematics;matplotlib;nlp;numpy;pandas;python;pytorch;seaborn;tensorflow;tensorflow2","topic:data-science stars:>=100"
