"AnchorRepo","AnchorUrl","CandidateRepo","CandidateUrl","CandidateOwner","CandidateLanguage","CandidateStars","CandidateSubdomain","Score","ScoreBase","PenaltyCrossAnchorFreq","PenaltyRetrieval","PenaltyNotes","Qualified","TopicJaccard","LexicalJaccard","LanguageMatch","StarSimilarity","RecencySimilarity","SubdomainMatch","QueryCoverage","TopSignals","ScoreBreakdownJson","WhyQualified","SourceQueries","Description","Rank"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","dair-ai/AI-Papers-of-the-Week","https://github.com/dair-ai/AI-Papers-of-the-Week","dair-ai","","12451","nlp","591.74","591.74","0","50","QueryCoverage excluded from Score (recommended).","False","0.1","0","0","0.8671","1","1","0.3333","Subdomain+Stars+Recency","{""Topic"":90.0,""Lexical"":0.0,""Lang"":0.0,""Stars"":151.74,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":591.74,""ScoreFinal"":591.74}","Score<MinimumScore","topic:nlp stars:>=100","🔥Highlighting the top ML papers every week.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","OpenNMT/OpenNMT-tf","https://github.com/OpenNMT/OpenNMT-tf","OpenNMT","Python","1484","deep-learning","584.57","584.57","0","50","QueryCoverage excluded from Score (recommended).","False","0.1818","0","1","0.4053","0.8","0","0.3333","Lang+Topic+Recency","{""Topic"":163.64,""Lexical"":0.0,""Lang"":250.0,""Stars"":70.93,""Recency"":100.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":584.57,""ScoreFinal"":584.57}","Score<MinimumScore","topic:machine-translation language:Python stars:>=50","Neural machine translation and sequence learning using TensorFlow","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","modelscope/modelscope","https://github.com/modelscope/modelscope","modelscope","Python","8948","deep-learning","583.42","583.42","0","50","QueryCoverage excluded from Score (recommended).","False","0.0769","0","1","0.7954","1","0","0.3333","Lang+Stars+Recency","{""Topic"":69.23,""Lexical"":0.0,""Lang"":250.0,""Stars"":139.19,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":583.42,""ScoreFinal"":583.42}","Score<MinimumScore","nlp language:Python stars:>=50","ModelScope: bring the notion of Model-as-a-Service to life.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","visionml/pytracking","https://github.com/visionml/pytracking","visionml","Python","3499","deep-learning","578.51","578.51","0","50","QueryCoverage excluded from Score (recommended).","False","0.1111","0","1","0.5915","1","0","0.3333","Lang+Recency+Stars","{""Topic"":100.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":103.51,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":578.51,""ScoreFinal"":578.51}","Score<MinimumScore","track language:Python stars:>=50","Visual tracking library based on PyTorch.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","paarthneekhara/byteNet-tensorflow","https://github.com/paarthneekhara/byteNet-tensorflow","paarthneekhara","Python","318","deep-learning","575.73","575.73","0","50","QueryCoverage excluded from Score (recommended).","False","0.2222","0.0588","1","0.0714","0.6","0","0.3333","Lang+Topic+Recency","{""Topic"":200.0,""Lexical"":38.24,""Lang"":250.0,""Stars"":12.49,""Recency"":75.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":575.73,""ScoreFinal"":575.73}","Score<MinimumScore","topic:machine-translation language:Python stars:>=50","ByteNet for character-level language modelling","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","Junpliu/ConDigSum","https://github.com/Junpliu/ConDigSum","Junpliu","Python","72","nlp","569.23","569.23","0","50","QueryCoverage excluded from Score (recommended).","False","0.0769","0","1","0","0.2","1","0.3333","Lang+Subdomain+Topic","{""Topic"":69.23,""Lexical"":0.0,""Lang"":250.0,""Stars"":0.0,""Recency"":25.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":569.23,""ScoreFinal"":569.23}","Score<MinimumScore","topic:dialogue language:Python stars:>=50","Code for EMNLP 2021 paper ""Topic-Aware Contrastive Learning for Abstractive Dialogue Summarization""","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","zyddnys/manga-image-translator","https://github.com/zyddnys/manga-image-translator","zyddnys","Python","9937","llm","563.17","563.17","0","50","QueryCoverage excluded from Score (recommended).","False","0.05","0","1","0.8181","1","0","0.3333","Lang+Stars+Recency","{""Topic"":45.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":143.17,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":563.17,""ScoreFinal"":563.17}","Score<MinimumScore","topic:machine-translation language:Python stars:>=50","Translate manga/image 一键翻译各类图片内文字 https://cotrans.touhou.ai/ (no longer working)","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","bigscience-workshop/petals","https://github.com/bigscience-workshop/petals","bigscience-workshop","Python","10148","llm","554.97","554.97","0","50","QueryCoverage excluded from Score (recommended).","False","0.04","0","1","0.8227","1","0","0.3333","Lang+Stars+Recency","{""Topic"":36.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":143.97,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":554.97,""ScoreFinal"":554.97}","Score<MinimumScore","nlp language:Python stars:>=50","🌸 Run LLMs at home, BitTorrent-style. Fine-tuning and inference up to 10x faster than offloading","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","OpenNMT/OpenNMT-py","https://github.com/OpenNMT/OpenNMT-py","OpenNMT","Python","7001","llm","553.57","586.68","33.11","50","QueryCoverage excluded from Score (recommended).","False","0.0909","0","1","0.7421","1","0","0.3333","Lang+Stars+Recency","{""Topic"":81.82,""Lexical"":0.0,""Lang"":250.0,""Stars"":129.87,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":33.11,""ScoreBase"":586.68,""ScoreFinal"":553.57}","Score<MinimumScore","topic:machine-translation language:Python stars:>=50","Open Source Neural Machine Translation and (Large) Language Models in PyTorch","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","mikel-brostrom/boxmot","https://github.com/mikel-brostrom/boxmot","mikel-brostrom","Python","8174","deep-learning","551.66","551.66","0","50","QueryCoverage excluded from Score (recommended).","False","0.0455","0","1","0.7757","1","0","0.3333","Lang+Stars+Recency","{""Topic"":40.91,""Lexical"":0.0,""Lang"":250.0,""Stars"":135.75,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":551.66,""ScoreFinal"":551.66}","Score<MinimumScore","track language:Python stars:>=50","BoxMOT: Pluggable python and c++ SOTA multi-object tracking modules with support for axis-aligned and oriented bounding boxes","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","DengBoCong/nlp-paper","https://github.com/DengBoCong/nlp-paper","DengBoCong","Python","1331","deep-learning","551.66","551.66","0","50","QueryCoverage excluded from Score (recommended).","False","0.0769","0.0625","1","0.3817","1","0","0.3333","Lang+Recency+Topic","{""Topic"":69.23,""Lexical"":40.62,""Lang"":250.0,""Stars"":66.8,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":551.66,""ScoreFinal"":551.66}","Score<MinimumScore","topic:dialogue language:Python stars:>=50","自然语言处理领域下的相关论文（附阅读笔记），复现模型以及数据处理等（代码含TensorFlow和PyTorch两版本）","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","microsoft/unilm","https://github.com/microsoft/unilm","microsoft","Python","22131","llm","548.6","548.6","0","100","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.992","1","0","0.6667","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":173.6,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":548.6,""ScoreFinal"":548.6}","Score<MinimumScore","nlp language:Python stars:>=50 | topic:nlp stars:>=100","Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","princewen/tensorflow_practice","https://github.com/princewen/tensorflow_practice","princewen","Python","7008","deep-learning","548.24","548.24","0","50","QueryCoverage excluded from Score (recommended).","False","0","0.0667","1","0.7423","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":43.33,""Lang"":250.0,""Stars"":129.9,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":548.24,""ScoreFinal"":548.24}","Score<MinimumScore","nlp language:Python stars:>=50","tensorflow实战练习，包括强化学习、推荐系统、nlp等","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","jadore801120/attention-is-all-you-need-pytorch","https://github.com/jadore801120/attention-is-all-you-need-pytorch","jadore801120","Python","9729","llm","546.7","599.19","52.48","50","QueryCoverage excluded from Score (recommended).","False","0.0909","0","1","0.8135","1","0","0.3333","Lang+Stars+Recency","{""Topic"":81.82,""Lexical"":0.0,""Lang"":250.0,""Stars"":142.37,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":52.48,""ScoreBase"":599.19,""ScoreFinal"":546.7}","Score<MinimumScore","nlp language:Python stars:>=50","A PyTorch implementation of the Transformer model in ""Attention is All You Need"".","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","Chia-Hsuan-Lee/DST-as-Prompting","https://github.com/Chia-Hsuan-Lee/DST-as-Prompting","Chia-Hsuan-Lee","Python","66","llm","544.41","544.41","0","50","QueryCoverage excluded from Score (recommended).","False","0.1538","0.0476","1","0","1","0","0.3333","Lang+Topic+Recency","{""Topic"":138.46,""Lexical"":30.95,""Lang"":250.0,""Stars"":0.0,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":544.41,""ScoreFinal"":544.41}","Score<MinimumScore","topic:dialogue language:Python stars:>=50","Source code for Dialogue State Tracking with a Language Model using Schema-Driven Prompting","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","rsennrich/subword-nmt","https://github.com/rsennrich/subword-nmt","rsennrich","Python","2272","deep-learning","543.93","543.93","0","50","QueryCoverage excluded from Score (recommended).","False","0.0909","0","1","0.4978","1","0","0.3333","Lang+Recency+Stars","{""Topic"":81.82,""Lexical"":0.0,""Lang"":250.0,""Stars"":87.11,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":543.93,""ScoreFinal"":543.93}","Score<MinimumScore","topic:machine-translation language:Python stars:>=50","Unsupervised Word Segmentation for Neural Machine Translation and Text Generation","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","ymcui/Chinese-LLaMA-Alpaca","https://github.com/ymcui/Chinese-LLaMA-Alpaca","ymcui","Python","18940","llm","542.68","542.68","0","100","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.9582","1","0","0.6667","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":167.68,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":542.68,""ScoreFinal"":542.68}","Score<MinimumScore","nlp language:Python stars:>=50 | topic:nlp stars:>=100","中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","thu-coai/CDial-GPT","https://github.com/thu-coai/CDial-GPT","thu-coai","Python","1948","llm","538.09","538.09","0","50","QueryCoverage excluded from Score (recommended).","False","0.0909","0","1","0.4644","1","0","0.3333","Lang+Recency+Topic","{""Topic"":81.82,""Lexical"":0.0,""Lang"":250.0,""Stars"":81.27,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":538.09,""ScoreFinal"":538.09}","Score<MinimumScore","topic:dialogue language:Python stars:>=50"," A Large-scale Chinese Short-Text Conversation Dataset and Chinese pre-training dialog models ","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","Fincept-Corporation/FinceptTerminal","https://github.com/Fincept-Corporation/FinceptTerminal","Fincept-Corporation","Python","22582","reinforcement","537.79","590.27","52.48","50","QueryCoverage excluded from Score (recommended).","False","0.0455","0","1","0.9964","1","0","0.3333","Lang+Stars+Recency","{""Topic"":40.91,""Lexical"":0.0,""Lang"":250.0,""Stars"":174.36,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":52.48,""ScoreBase"":590.27,""ScoreFinal"":537.79}","Score<MinimumScore","topic:machine-learning language:Python stars:>=50","FinceptTerminal is a modern finance application offering advanced market analytics, investment research, and economic data tools, designed for interactive exploration and data-driven decision-making in a user-friendly environment.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","argosopentech/argos-translate","https://github.com/argosopentech/argos-translate","argosopentech","Python","6060","llm","535.5","568.61","33.11","100","QueryCoverage excluded from Score (recommended).","False","0.0769","0","1","0.7107","1","0","0.6667","Lang+Recency+Stars","{""Topic"":69.23,""Lexical"":0.0,""Lang"":250.0,""Stars"":124.38,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":33.11,""ScoreBase"":568.61,""ScoreFinal"":535.5}","Score<MinimumScore","topic:machine-translation language:Python stars:>=50 | nlp language:Python stars:>=50","Open-source offline translation library written in Python","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","MaartenGr/BERTopic","https://github.com/MaartenGr/BERTopic","MaartenGr","Python","7628","llm","535.01","568.12","33.11","50","QueryCoverage excluded from Score (recommended).","False","0.0667","0","1","0.7607","1","0","0.3333","Lang+Stars+Recency","{""Topic"":60.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":133.12,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":33.11,""ScoreBase"":568.12,""ScoreFinal"":535.01}","Score<MinimumScore","nlp language:Python stars:>=50","Leveraging BERT and c-TF-IDF to create easily interpretable topics. ","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","Zeyi-Lin/HivisionIDPhotos","https://github.com/Zeyi-Lin/HivisionIDPhotos","Zeyi-Lin","Python","21113","deep-learning","533.52","599.75","66.23","50","QueryCoverage excluded from Score (recommended).","False","0.0588","0","1","0.9818","1","0","0.3333","Lang+Stars+Recency","{""Topic"":52.94,""Lexical"":0.0,""Lang"":250.0,""Stars"":171.81,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":66.23,""ScoreBase"":599.75,""ScoreFinal"":533.52}","Score<MinimumScore","topic:machine-learning language:Python stars:>=50","⚡️HivisionIDPhotos: a lightweight and efficient AI ID photos tools. 一个轻量级的AI证件照制作算法。","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","X-PLUG/mPLUG-Owl","https://github.com/X-PLUG/mPLUG-Owl","X-PLUG","Python","2541","llm","533.31","533.31","0","50","QueryCoverage excluded from Score (recommended).","False","0.04","0.0476","1","0.5221","1","0","0.3333","Lang+Recency+Stars","{""Topic"":36.0,""Lexical"":30.95,""Lang"":250.0,""Stars"":91.36,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":533.31,""ScoreFinal"":533.31}","Score<MinimumScore","topic:dialogue language:Python stars:>=50","mPLUG-Owl: The Powerful Multi-modal Large Language Model  Family","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","explosion/spaCy","https://github.com/explosion/spaCy","explosion","Python","33601","deep-learning","532.45","670.53","138.08","150","QueryCoverage excluded from Score (recommended).","False","0.15","0","1","0.9173","1","0","1","Lang+Stars+Topic","{""Topic"":135.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":160.53,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":138.08,""ScoreBase"":670.53,""ScoreFinal"":532.45}","Score<MinimumScore","topic:machine-learning language:Python stars:>=50 | nlp language:Python stars:>=50 | topic:nlp stars:>=100","💫 Industrial-strength Natural Language Processing (NLP) in Python","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","paperless-ngx/paperless-ngx","https://github.com/paperless-ngx/paperless-ngx","paperless-ngx","Python","40912","computer-vision","531.82","584.3","52.48","50","QueryCoverage excluded from Score (recommended).","False","0.0625","0","1","0.8746","1","0","0.3333","Lang+Stars+Recency","{""Topic"":56.25,""Lexical"":0.0,""Lang"":250.0,""Stars"":153.05,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":52.48,""ScoreBase"":584.3,""ScoreFinal"":531.82}","Score<MinimumScore","topic:machine-learning language:Python stars:>=50","A community-supported supercharged document management system: scan, index and archive all your documents","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","gaomingqi/Track-Anything","https://github.com/gaomingqi/Track-Anything","gaomingqi","Python","6953","computer-vision","531.69","531.69","0","50","QueryCoverage excluded from Score (recommended).","False","0","0.0417","1","0.7406","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":27.08,""Lang"":250.0,""Stars"":129.6,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":531.69,""ScoreFinal"":531.69}","Score<MinimumScore","track language:Python stars:>=50","Track-Anything is a flexible and interactive tool for video object tracking and segmentation, based on Segment Anything, XMem, and E2FGVI.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","PaddlePaddle/models","https://github.com/PaddlePaddle/models","PaddlePaddle","Python","6943","deep-learning","531.44","564.55","33.11","50","QueryCoverage excluded from Score (recommended).","False","0.0667","0","1","0.7403","1","0","0.3333","Lang+Stars+Recency","{""Topic"":60.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":129.55,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":33.11,""ScoreBase"":564.55,""ScoreFinal"":531.44}","Score<MinimumScore","nlp language:Python stars:>=50","Officially maintained, supported by PaddlePaddle, including CV, NLP, Speech, Rec, TS, big models and so on.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","THUNLP-MT/THUMT","https://github.com/THUNLP-MT/THUMT","THUNLP-MT","Python","706","deep-learning","530.23","530.23","0","50","QueryCoverage excluded from Score (recommended).","False","0.125","0","1","0.2442","1","0","0.3333","Lang+Recency+Topic","{""Topic"":112.5,""Lexical"":0.0,""Lang"":250.0,""Stars"":42.73,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":530.23,""ScoreFinal"":530.23}","Score<MinimumScore","topic:machine-translation language:Python stars:>=50","An open-source neural machine translation toolkit developed by Tsinghua Natural Language Processing Group","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","keon/seq2seq","https://github.com/keon/seq2seq","keon","Python","702","deep-learning","530.02","530.02","0","50","QueryCoverage excluded from Score (recommended).","False","0.125","0","1","0.243","1","0","0.3333","Lang+Recency+Topic","{""Topic"":112.5,""Lexical"":0.0,""Lang"":250.0,""Stars"":42.52,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":530.02,""ScoreFinal"":530.02}","Score<MinimumScore","topic:machine-translation language:Python stars:>=50","Minimal Seq2Seq model with Attention for Neural Machine Translation in PyTorch","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","GeeeekExplorer/nano-vllm","https://github.com/GeeeekExplorer/nano-vllm","GeeeekExplorer","Python","13549","llm","529.95","529.95","0","100","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.8854","1","0","0.6667","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":154.95,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":529.95,""ScoreFinal"":529.95}","Score<MinimumScore","nlp language:Python stars:>=50 | topic:nlp stars:>=100","Nano vLLM","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","HunxByts/GhostTrack","https://github.com/HunxByts/GhostTrack","HunxByts","Python","13278","","529.19","529.19","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.8811","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":154.19,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":529.19,""ScoreFinal"":529.19}","Score<MinimumScore","track language:Python stars:>=50","Useful tool to track location or mobile number","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","espnet/espnet","https://github.com/espnet/espnet","espnet","Python","9841","deep-learning","527.55","560.66","33.11","50","QueryCoverage excluded from Score (recommended).","False","0.0476","0","1","0.816","1","0","0.3333","Lang+Stars+Recency","{""Topic"":42.86,""Lexical"":0.0,""Lang"":250.0,""Stars"":142.8,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":33.11,""ScoreBase"":560.66,""ScoreFinal"":527.55}","Score<MinimumScore","topic:machine-translation language:Python stars:>=50","End-to-End Speech Processing Toolkit","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","piskvorky/gensim","https://github.com/piskvorky/gensim","piskvorky","Python","16414","deep-learning","527.01","631.98","104.97","150","QueryCoverage excluded from Score (recommended).","False","0.1053","0","1","0.9271","1","0","1","Lang+Stars+Recency","{""Topic"":94.74,""Lexical"":0.0,""Lang"":250.0,""Stars"":162.24,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":104.97,""ScoreBase"":631.98,""ScoreFinal"":527.01}","Score<MinimumScore","topic:machine-learning language:Python stars:>=50 | nlp language:Python stars:>=50 | topic:nlp stars:>=100","Topic Modelling for Humans","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","truera/trulens","https://github.com/truera/trulens","truera","Python","3338","llm","526.72","526.72","0","50","QueryCoverage excluded from Score (recommended).","False","0.0556","0","1","0.5813","1","0","0.3333","Lang+Recency+Stars","{""Topic"":50.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":101.72,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":526.72,""ScoreFinal"":526.72}","Score<MinimumScore","track language:Python stars:>=50","Evaluation and Tracking for LLM Experiments and AI Agents","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","SwanHubX/SwanLab","https://github.com/SwanHubX/SwanLab","SwanHubX","Python","3948","llm","525.96","525.96","0","50","QueryCoverage excluded from Score (recommended).","False","0.0476","0","1","0.6177","1","0","0.3333","Lang+Recency+Stars","{""Topic"":42.86,""Lexical"":0.0,""Lang"":250.0,""Stars"":108.1,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":525.96,""ScoreFinal"":525.96}","Score<MinimumScore","track language:Python stars:>=50","⚡️SwanLab - an open-source, modern-design AI training tracking and visualization tool. Supports Cloud / Self-hosted use. Integrated with PyTorch / Transformers / verl / LLaMA Factory / ms-swift / Ultralytics / MMEngine / Keras etc.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","LAION-AI/Open-Assistant","https://github.com/LAION-AI/Open-Assistant","LAION-AI","Python","37413","llm","522.4","621.74","99.34","50","QueryCoverage excluded from Score (recommended).","False","0.0714","0.04","1","0.894","1","0","0.3333","Lang+Stars+Recency","{""Topic"":64.29,""Lexical"":26.0,""Lang"":250.0,""Stars"":156.45,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":99.34,""ScoreBase"":621.74,""ScoreFinal"":522.4}","Score<MinimumScore","topic:machine-learning language:Python stars:>=50","OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","ddbourgin/numpy-ml","https://github.com/ddbourgin/numpy-ml","ddbourgin","Python","16347","deep-learning","522.1","574.59","52.48","50","QueryCoverage excluded from Score (recommended).","False","0.0417","0","1","0.9262","1","0","0.3333","Lang+Stars+Recency","{""Topic"":37.5,""Lexical"":0.0,""Lang"":250.0,""Stars"":162.09,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":52.48,""ScoreBase"":574.59,""ScoreFinal"":522.1}","Score<MinimumScore","topic:machine-learning language:Python stars:>=50","Machine learning, in numpy","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","microsoft/GODEL","https://github.com/microsoft/GODEL","microsoft","Python","882","llm","520.92","520.92","0","50","QueryCoverage excluded from Score (recommended).","False","0.1053","0","1","0.2925","1","0","0.3333","Lang+Recency+Topic","{""Topic"":94.74,""Lexical"":0.0,""Lang"":250.0,""Stars"":51.18,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":520.92,""ScoreFinal"":520.92}","Score<MinimumScore","topic:dialogue language:Python stars:>=50","Large-scale pretrained models for goal-directed dialog","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","awslabs/sockeye","https://github.com/awslabs/sockeye","awslabs","Python","1216","llm","520.19","520.19","0","50","QueryCoverage excluded from Score (recommended).","False","0.0909","0","1","0.3621","1","0","0.3333","Lang+Recency+Topic","{""Topic"":81.82,""Lexical"":0.0,""Lang"":250.0,""Stars"":63.37,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":520.19,""ScoreFinal"":520.19}","Score<MinimumScore","topic:machine-translation language:Python stars:>=50","Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch","0"
